date,ADS_Index
1993:05:17,-0.182709
1993:05:18,-0.186356
1993:05:19,-0.189191
1993:05:20,-0.191216
1993:05:21,-0.192431
1993:05:22,-0.192836
1993:05:23,-0.192431
1993:05:24,-0.190771
1993:05:25,-0.187854
1993:05:26,-0.183679
1993:05:27,-0.178246
1993:05:28,-0.171553
1993:05:29,-0.163597
1993:05:30,-0.154377
1993:05:31,-0.144457
1993:06:01,-0.133835
1993:06:02,-0.123769
1993:06:03,-0.114257
1993:06:04,-0.105295
1993:06:05,-0.096882
1993:06:06,-0.0890143
1993:06:07,-0.081421
1993:06:08,-0.0740999
1993:06:09,-0.0670487
1993:06:10,-0.0602654
1993:06:11,-0.0537478
1993:06:12,-0.047494
1993:06:13,-0.0415022
1993:06:14,-0.0356752
1993:06:15,-0.0300112
1993:06:16,-0.0245086
1993:06:17,-0.0191657
1993:06:18,-0.0139809
1993:06:19,-0.00895262
1993:06:20,-0.00407935
1993:06:21,0.000332418
1993:06:22,0.00428402
1993:06:23,0.00777664
1993:06:24,0.0108113
1993:06:25,0.013389
1993:06:26,0.0155105
1993:06:27,0.0171763
1993:06:28,0.0183368
1993:06:29,0.0189922
1993:06:30,0.0191427
1993:07:01,0.0187884
1993:07:02,0.017677
1993:07:03,0.0158083
1993:07:04,0.0131816
1993:07:05,0.00915575
1993:07:06,0.00372948
1993:07:07,-0.00309882
1993:07:08,-0.0113312
1993:07:09,-0.0209702
1993:07:10,-0.0320187
1993:07:11,-0.04448
1993:07:12,-0.0565512
1993:07:13,-0.0682359
1993:07:14,-0.0795376
1993:07:15,-0.0904597
1993:07:16,-0.101006
1993:07:17,-0.111178
1993:07:18,-0.120981
1993:07:19,-0.127742
1993:07:20,-0.131464
1993:07:21,-0.132147
1993:07:22,-0.129791
1993:07:23,-0.124397
1993:07:24,-0.115962
1993:07:25,-0.104483
1993:07:26,-0.0960943
1993:07:27,-0.0907918
1993:07:28,-0.0885744
1993:07:29,-0.0894413
1993:07:30,-0.0933928
1993:07:31,-0.10043
1993:08:01,-0.110555
1993:08:02,-0.119942
1993:08:03,-0.128592
1993:08:04,-0.136509
1993:08:05,-0.143696
1993:08:06,-0.150153
1993:08:07,-0.155883
1993:08:08,-0.160889
1993:08:09,-0.165053
1993:08:10,-0.168379
1993:08:11,-0.170866
1993:08:12,-0.172515
1993:08:13,-0.173327
1993:08:14,-0.173302
1993:08:15,-0.172441
1993:08:16,-0.170301
1993:08:17,-0.166882
1993:08:18,-0.162183
1993:08:19,-0.156202
1993:08:20,-0.148938
1993:08:21,-0.140389
1993:08:22,-0.130552
1993:08:23,-0.119771
1993:08:24,-0.108043
1993:08:25,-0.0953638
1993:08:26,-0.0817307
1993:08:27,-0.0671391
1993:08:28,-0.0515845
1993:08:29,-0.0350623
1993:08:30,-0.0174701
1993:08:31,0.00119752
1993:09:01,0.0209461
1993:09:02,0.0399303
1993:09:03,0.0581559
1993:09:04,0.0756283
1993:09:05,0.0923529
1993:09:06,0.108435
1993:09:07,0.12388
1993:09:08,0.138692
1993:09:09,0.152876
1993:09:10,0.166436
1993:09:11,0.179376
1993:09:12,0.1917
1993:09:13,0.204051
1993:09:14,0.216432
1993:09:15,0.228849
1993:09:16,0.241304
1993:09:17,0.253801
1993:09:18,0.266344
1993:09:19,0.278936
1993:09:20,0.290891
1993:09:21,0.302212
1993:09:22,0.312902
1993:09:23,0.322965
1993:09:24,0.332403
1993:09:25,0.341219
1993:09:26,0.349417
1993:09:27,0.356686
1993:09:28,0.36303
1993:09:29,0.368449
1993:09:30,0.372946
1993:10:01,0.376521
1993:10:02,0.379272
1993:10:03,0.381199
1993:10:04,0.383732
1993:10:05,0.38687
1993:10:06,0.390615
1993:10:07,0.394968
1993:10:08,0.39993
1993:10:09,0.405502
1993:10:10,0.411687
1993:10:11,0.417712
1993:10:12,0.423578
1993:10:13,0.429287
1993:10:14,0.434841
1993:10:15,0.440241
1993:10:16,0.44549
1993:10:17,0.450588
1993:10:18,0.455143
1993:10:19,0.459155
1993:10:20,0.462627
1993:10:21,0.465558
1993:10:22,0.46795
1993:10:23,0.469803
1993:10:24,0.471119
1993:10:25,0.471846
1993:10:26,0.471986
1993:10:27,0.471537
1993:10:28,0.470501
1993:10:29,0.468876
1993:10:30,0.466662
1993:10:31,0.463859
1993:11:01,0.460816
1993:11:02,0.458867
1993:11:03,0.458014
1993:11:04,0.458254
1993:11:05,0.459588
1993:11:06,0.462018
1993:11:07,0.465542
1993:11:08,0.469674
1993:11:09,0.474415
1993:11:10,0.479765
1993:11:11,0.485727
1993:11:12,0.492303
1993:11:13,0.499494
1993:11:14,0.507302
1993:11:15,0.515905
1993:11:16,0.525306
1993:11:17,0.535506
1993:11:18,0.546509
1993:11:19,0.558319
1993:11:20,0.570939
1993:11:21,0.584372
1993:11:22,0.598899
1993:11:23,0.614522
1993:11:24,0.631248
1993:11:25,0.64908
1993:11:26,0.668025
1993:11:27,0.688088
1993:11:28,0.709276
1993:11:29,0.731568
1993:11:30,0.754972
1993:12:01,0.779495
1993:12:02,0.80183
1993:12:03,0.821984
1993:12:04,0.839964
1993:12:05,0.855774
1993:12:06,0.869298
1993:12:07,0.88054
1993:12:08,0.889503
1993:12:09,0.896191
1993:12:10,0.900605
1993:12:11,0.902747
1993:12:12,0.902617
1993:12:13,0.900211
1993:12:14,0.895528
1993:12:15,0.888567
1993:12:16,0.879326
1993:12:17,0.867802
1993:12:18,0.853991
1993:12:19,0.83789
1993:12:20,0.817765
1993:12:21,0.79361
1993:12:22,0.765419
1993:12:23,0.733181
1993:12:24,0.696889
1993:12:25,0.65653
1993:12:26,0.612093
1993:12:27,0.567609
1993:12:28,0.523064
1993:12:29,0.478446
1993:12:30,0.433741
1993:12:31,0.388934
1994:01:01,0.344014
1994:01:02,0.302914
1994:01:03,0.263454
1994:01:04,0.225622
1994:01:05,0.189405
1994:01:06,0.154794
1994:01:07,0.121777
1994:01:08,0.0903452
1994:01:09,0.0604884
1994:01:10,0.0326241
1994:01:11,0.00674406
1994:01:12,-0.0171597
1994:01:13,-0.0390943
1994:01:14,-0.0590664
1994:01:15,-0.077082
1994:01:16,-0.0931466
1994:01:17,-0.107983
1994:01:18,-0.121595
1994:01:19,-0.133988
1994:01:20,-0.145164
1994:01:21,-0.155128
1994:01:22,-0.163882
1994:01:23,-0.171429
1994:01:24,-0.175128
1994:01:25,-0.174982
1994:01:26,-0.170989
1994:01:27,-0.163148
1994:01:28,-0.151457
1994:01:29,-0.135913
1994:01:30,-0.116511
1994:01:31,-0.0976523
1994:02:01,-0.0793321
1994:02:02,-0.0616552
1994:02:03,-0.0446164
1994:02:04,-0.0282105
1994:02:05,-0.0124325
1994:02:06,0.00272226
1994:02:07,0.0189206
1994:02:08,0.0361675
1994:02:09,0.0544679
1994:02:10,0.0738276
1994:02:11,0.0942523
1994:02:12,0.115748
1994:02:13,0.138322
1994:02:14,0.162215
1994:02:15,0.187436
1994:02:16,0.213991
1994:02:17,0.241889
1994:02:18,0.271138
1994:02:19,0.301747
1994:02:20,0.333725
1994:02:21,0.366072
1994:02:22,0.398799
1994:02:23,0.431915
1994:02:24,0.46543
1994:02:25,0.499354
1994:02:26,0.533697
1994:02:27,0.56847
1994:02:28,0.605749
1994:03:01,0.645544
1994:03:02,0.684074
1994:03:03,0.72135
1994:03:04,0.757384
1994:03:05,0.792186
1994:03:06,0.825767
1994:03:07,0.856936
1994:03:08,0.885701
1994:03:09,0.912071
1994:03:10,0.936055
1994:03:11,0.957659
1994:03:12,0.97689
1994:03:13,0.993754
1994:03:14,1.00817
1994:03:15,1.02015
1994:03:16,1.02968
1994:03:17,1.03678
1994:03:18,1.04145
1994:03:19,1.04368
1994:03:20,1.04349
1994:03:21,1.0408
1994:03:22,1.03562
1994:03:23,1.02796
1994:03:24,1.01779
1994:03:25,1.00514
1994:03:26,0.989977
1994:03:27,0.972312
1994:03:28,0.953458
1994:03:29,0.933409
1994:03:30,0.912158
1994:03:31,0.889699
1994:04:01,0.866025
1994:04:02,0.843672
1994:04:03,0.822632
1994:04:04,0.802324
1994:04:05,0.782742
1994:04:06,0.76388
1994:04:07,0.745732
1994:04:08,0.728292
1994:04:09,0.711556
1994:04:10,0.695519
1994:04:11,0.68008
1994:04:12,0.665235
1994:04:13,0.65098
1994:04:14,0.63731
1994:04:15,0.624222
1994:04:16,0.611711
1994:04:17,0.599773
1994:04:18,0.587142
1994:04:19,0.573813
1994:04:20,0.559783
1994:04:21,0.545047
1994:04:22,0.529601
1994:04:23,0.51344
1994:04:24,0.496559
1994:04:25,0.480527
1994:04:26,0.46534
1994:04:27,0.450991
1994:04:28,0.437478
1994:04:29,0.424797
1994:04:30,0.412942
1994:05:01,0.401911
1994:05:02,0.392669
1994:05:03,0.385212
1994:05:04,0.379539
1994:05:05,0.375647
1994:05:06,0.373536
1994:05:07,0.373205
1994:05:08,0.374653
1994:05:09,0.37621
1994:05:10,0.377876
1994:05:11,0.37965
1994:05:12,0.381535
1994:05:13,0.38353
1994:05:14,0.385636
1994:05:15,0.387853
1994:05:16,0.39053
1994:05:17,0.393667
1994:05:18,0.397265
1994:05:19,0.401325
1994:05:20,0.405848
1994:05:21,0.410836
1994:05:22,0.41629
1994:05:23,0.421943
1994:05:24,0.427796
1994:05:25,0.433851
1994:05:26,0.44011
1994:05:27,0.446575
1994:05:28,0.453247
1994:05:29,0.46013
1994:05:30,0.467487
1994:05:31,0.475323
1994:06:01,0.483638
1994:06:02,0.490968
1994:06:03,0.497316
1994:06:04,0.502683
1994:06:05,0.507071
1994:06:06,0.510301
1994:06:07,0.512374
1994:06:08,0.51329
1994:06:09,0.513051
1994:06:10,0.511655
1994:06:11,0.509102
1994:06:12,0.505392
1994:06:13,0.500735
1994:06:14,0.495131
1994:06:15,0.488577
1994:06:16,0.481072
1994:06:17,0.472613
1994:06:18,0.463197
1994:06:19,0.452823
1994:06:20,0.44179
1994:06:21,0.430094
1994:06:22,0.417732
1994:06:23,0.404701
1994:06:24,0.390995
1994:06:25,0.376613
1994:06:26,0.361547
1994:06:27,0.345249
1994:06:28,0.327713
1994:06:29,0.308934
1994:06:30,0.288906
1994:07:01,0.267622
1994:07:02,0.247515
1994:07:03,0.228577
1994:07:04,0.211408
1994:07:05,0.196002
1994:07:06,0.182355
1994:07:07,0.170463
1994:07:08,0.160322
1994:07:09,0.151929
1994:07:10,0.145281
1994:07:11,0.140875
1994:07:12,0.13871
1994:07:13,0.138786
1994:07:14,0.141101
1994:07:15,0.145657
1994:07:16,0.152456
1994:07:17,0.161498
1994:07:18,0.171381
1994:07:19,0.182105
1994:07:20,0.193676
1994:07:21,0.206095
1994:07:22,0.219368
1994:07:23,0.233497
1994:07:24,0.248488
1994:07:25,0.264383
1994:07:26,0.281189
1994:07:27,0.298909
1994:07:28,0.317549
1994:07:29,0.337116
1994:07:30,0.357613
1994:07:31,0.379049
1994:08:01,0.402284
1994:08:02,0.424465
1994:08:03,0.445599
1994:08:04,0.465692
1994:08:05,0.484751
1994:08:06,0.502782
1994:08:07,0.519789
1994:08:08,0.535396
1994:08:09,0.549608
1994:08:10,0.562429
1994:08:11,0.573862
1994:08:12,0.583913
1994:08:13,0.592582
1994:08:14,0.599874
1994:08:15,0.605747
1994:08:16,0.610203
1994:08:17,0.613244
1994:08:18,0.614871
1994:08:19,0.615084
1994:08:20,0.613883
1994:08:21,0.611268
1994:08:22,0.60786
1994:08:23,0.603658
1994:08:24,0.598661
1994:08:25,0.592867
1994:08:26,0.586275
1994:08:27,0.578883
1994:08:28,0.570689
1994:08:29,0.561155
1994:08:30,0.550281
1994:08:31,0.538062
1994:09:01,0.524494
1994:09:02,0.51166
1994:09:03,0.499555
1994:09:04,0.488177
1994:09:05,0.477238
1994:09:06,0.466737
1994:09:07,0.456669
1994:09:08,0.447032
1994:09:09,0.437822
1994:09:10,0.429038
1994:09:11,0.420675
1994:09:12,0.41285
1994:09:13,0.405558
1994:09:14,0.398798
1994:09:15,0.392569
1994:09:16,0.386867
1994:09:17,0.381692
1994:09:18,0.377041
1994:09:19,0.373083
1994:09:20,0.369817
1994:09:21,0.36724
1994:09:22,0.365353
1994:09:23,0.364155
1994:09:24,0.363646
1994:09:25,0.363825
1994:09:26,0.364961
1994:09:27,0.367055
1994:09:28,0.370107
1994:09:29,0.374119
1994:09:30,0.379091
1994:10:01,0.385024
1994:10:02,0.391215
1994:10:03,0.397946
1994:10:04,0.405221
1994:10:05,0.41304
1994:10:06,0.421407
1994:10:07,0.430324
1994:10:08,0.439793
1994:10:09,0.449818
1994:10:10,0.45966
1994:10:11,0.469322
1994:10:12,0.478808
1994:10:13,0.488119
1994:10:14,0.49726
1994:10:15,0.506232
1994:10:16,0.515038
1994:10:17,0.523726
1994:10:18,0.532299
1994:10:19,0.540758
1994:10:20,0.549106
1994:10:21,0.557347
1994:10:22,0.565481
1994:10:23,0.573513
1994:10:24,0.581714
1994:10:25,0.590087
1994:10:26,0.598635
1994:10:27,0.60736
1994:10:28,0.616264
1994:10:29,0.625351
1994:10:30,0.634624
1994:10:31,0.643913
1994:11:01,0.653223
1994:11:02,0.662129
1994:11:03,0.670635
1994:11:04,0.678743
1994:11:05,0.686455
1994:11:06,0.693774
1994:11:07,0.700884
1994:11:08,0.707788
1994:11:09,0.714487
1994:11:10,0.720983
1994:11:11,0.727279
1994:11:12,0.733377
1994:11:13,0.739278
1994:11:14,0.74481
1994:11:15,0.749975
1994:11:16,0.754776
1994:11:17,0.759213
1994:11:18,0.763287
1994:11:19,0.767
1994:11:20,0.770353
1994:11:21,0.773616
1994:11:22,0.77679
1994:11:23,0.779875
1994:11:24,0.782873
1994:11:25,0.785785
1994:11:26,0.788611
1994:11:27,0.791353
1994:11:28,0.793657
1994:11:29,0.795525
1994:11:30,0.796957
1994:12:01,0.797953
1994:12:02,0.798153
1994:12:03,0.797557
1994:12:04,0.796166
1994:12:05,0.794421
1994:12:06,0.79232
1994:12:07,0.789864
1994:12:08,0.787052
1994:12:09,0.783883
1994:12:10,0.780356
1994:12:11,0.77647
1994:12:12,0.772046
1994:12:13,0.767085
1994:12:14,0.761584
1994:12:15,0.755541
1994:12:16,0.748955
1994:12:17,0.741824
1994:12:18,0.734146
1994:12:19,0.725147
1994:12:20,0.714826
1994:12:21,0.703179
1994:12:22,0.690203
1994:12:23,0.675893
1994:12:24,0.660246
1994:12:25,0.643256
1994:12:26,0.625827
1994:12:27,0.607954
1994:12:28,0.589631
1994:12:29,0.570852
1994:12:30,0.551612
1994:12:31,0.531906
1995:01:01,0.511726
1995:01:02,0.492151
1995:01:03,0.473173
1995:01:04,0.454788
1995:01:05,0.436989
1995:01:06,0.419771
1995:01:07,0.40313
1995:01:08,0.387059
1995:01:09,0.371117
1995:01:10,0.355297
1995:01:11,0.339596
1995:01:12,0.324008
1995:01:13,0.308529
1995:01:14,0.293154
1995:01:15,0.277879
1995:01:16,0.261303
1995:01:17,0.24342
1995:01:18,0.224225
1995:01:19,0.203714
1995:01:20,0.181878
1995:01:21,0.158712
1995:01:22,0.13421
1995:01:23,0.109256
1995:01:24,0.0838429
1995:01:25,0.0579639
1995:01:26,0.0316107
1995:01:27,0.00477547
1995:01:28,-0.02255
1995:01:29,-0.0503738
1995:01:30,-0.0786851
1995:01:31,-0.107492
1995:02:01,-0.136804
1995:02:02,-0.164881
1995:02:03,-0.191732
1995:02:04,-0.217365
1995:02:05,-0.241788
1995:02:06,-0.263948
1995:02:07,-0.283854
1995:02:08,-0.301512
1995:02:09,-0.316925
1995:02:10,-0.3301
1995:02:11,-0.34104
1995:02:12,-0.349748
1995:02:13,-0.357508
1995:02:14,-0.364321
1995:02:15,-0.370189
1995:02:16,-0.375114
1995:02:17,-0.379098
1995:02:18,-0.382143
1995:02:19,-0.384247
1995:02:20,-0.385513
1995:02:21,-0.385938
1995:02:22,-0.385524
1995:02:23,-0.384271
1995:02:24,-0.382177
1995:02:25,-0.379244
1995:02:26,-0.375468
1995:02:27,-0.370407
1995:02:28,-0.364058
1995:03:01,-0.35642
1995:03:02,-0.349371
1995:03:03,-0.342909
1995:03:04,-0.337032
1995:03:05,-0.331739
1995:03:06,-0.326794
1995:03:07,-0.322195
1995:03:08,-0.317942
1995:03:09,-0.314032
1995:03:10,-0.310466
1995:03:11,-0.307241
1995:03:12,-0.304357
1995:03:13,-0.302339
1995:03:14,-0.301187
1995:03:15,-0.300901
1995:03:16,-0.30148
1995:03:17,-0.302925
1995:03:18,-0.305236
1995:03:19,-0.308413
1995:03:20,-0.312782
1995:03:21,-0.318342
1995:03:22,-0.325097
1995:03:23,-0.333047
1995:03:24,-0.342196
1995:03:25,-0.352546
1995:03:26,-0.3641
1995:03:27,-0.376257
1995:03:28,-0.38902
1995:03:29,-0.402394
1995:03:30,-0.416382
1995:03:31,-0.430989
1995:04:01,-0.446219
1995:04:02,-0.460589
1995:04:03,-0.473705
1995:04:04,-0.485573
1995:04:05,-0.496195
1995:04:06,-0.505575
1995:04:07,-0.513716
1995:04:08,-0.520619
1995:04:09,-0.526288
1995:04:10,-0.530892
1995:04:11,-0.534433
1995:04:12,-0.536912
1995:04:13,-0.538329
1995:04:14,-0.538686
1995:04:15,-0.537982
1995:04:16,-0.536217
1995:04:17,-0.534009
1995:04:18,-0.531355
1995:04:19,-0.528256
1995:04:20,-0.524711
1995:04:21,-0.520718
1995:04:22,-0.516277
1995:04:23,-0.511386
1995:04:24,-0.505057
1995:04:25,-0.497288
1995:04:26,-0.488078
1995:04:27,-0.477424
1995:04:28,-0.465321
1995:04:29,-0.451767
1995:04:30,-0.436758
1995:05:01,-0.421019
1995:05:02,-0.405329
1995:05:03,-0.389683
1995:05:04,-0.374076
1995:05:05,-0.358504
1995:05:06,-0.342962
1995:05:07,-0.327445
1995:05:08,-0.311801
1995:05:09,-0.296026
1995:05:10,-0.280115
1995:05:11,-0.264063
1995:05:12,-0.247865
1995:05:13,-0.231516
1995:05:14,-0.215012
1995:05:15,-0.197925
1995:05:16,-0.180249
1995:05:17,-0.161981
1995:05:18,-0.143113
1995:05:19,-0.123641
1995:05:20,-0.103558
1995:05:21,-0.082859
1995:05:22,-0.0621339
1995:05:23,-0.0413766
1995:05:24,-0.0205807
1995:05:25,0.00025994
1995:05:26,0.0211516
1995:05:27,0.0421007
1995:05:28,0.0631135
1995:05:29,0.0838057
1995:05:30,0.104183
1995:05:31,0.124253
1995:06:01,0.14402
1995:06:02,0.161194
1995:06:03,0.175779
1995:06:04,0.187779
1995:06:05,0.197958
1995:06:06,0.206318
1995:06:07,0.212862
1995:06:08,0.217592
1995:06:09,0.220509
1995:06:10,0.221614
1995:06:11,0.220908
1995:06:12,0.218666
1995:06:13,0.214887
1995:06:14,0.209572
1995:06:15,0.202717
1995:06:16,0.194321
1995:06:17,0.184381
1995:06:18,0.172895
1995:06:19,0.158468
1995:06:20,0.141097
1995:06:21,0.120776
1995:06:22,0.0974992
1995:06:23,0.0712594
1995:06:24,0.0420486
1995:06:25,0.00985819
1995:06:26,-0.0246122
1995:06:27,-0.0613731
1995:06:28,-0.100435
1995:06:29,-0.141811
1995:06:30,-0.185512
1995:07:01,-0.231553
1995:07:02,-0.274342
1995:07:03,-0.31303
1995:07:04,-0.347631
1995:07:05,-0.378153
1995:07:06,-0.404607
1995:07:07,-0.426999
1995:07:08,-0.445338
1995:07:09,-0.459628
1995:07:10,-0.469864
1995:07:11,-0.476048
1995:07:12,-0.478182
1995:07:13,-0.476267
1995:07:14,-0.470302
1995:07:15,-0.460286
1995:07:16,-0.446216
1995:07:17,-0.428771
1995:07:18,-0.407947
1995:07:19,-0.383737
1995:07:20,-0.356133
1995:07:21,-0.325129
1995:07:22,-0.290713
1995:07:23,-0.252877
1995:07:24,-0.213373
1995:07:25,-0.172189
1995:07:26,-0.129314
1995:07:27,-0.0847339
1995:07:28,-0.0384357
1995:07:29,0.00959469
1995:07:30,0.0593718
1995:07:31,0.112654
1995:08:01,0.169458
1995:08:02,0.223471
1995:08:03,0.274711
1995:08:04,0.323192
1995:08:05,0.36893
1995:08:06,0.411938
1995:08:07,0.452357
1995:08:08,0.490198
1995:08:09,0.525475
1995:08:10,0.558196
1995:08:11,0.588372
1995:08:12,0.616013
1995:08:13,0.641126
1995:08:14,0.664059
1995:08:15,0.684818
1995:08:16,0.703411
1995:08:17,0.719842
1995:08:18,0.734117
1995:08:19,0.74624
1995:08:20,0.756215
1995:08:21,0.763525
1995:08:22,0.768173
1995:08:23,0.77016
1995:08:24,0.769487
1995:08:25,0.766154
1995:08:26,0.76016
1995:08:27,0.751502
1995:08:28,0.740122
1995:08:29,0.726016
1995:08:30,0.70918
1995:08:31,0.689608
1995:09:01,0.667296
1995:09:02,0.644769
1995:09:03,0.622022
1995:09:04,0.599921
1995:09:05,0.578462
1995:09:06,0.557637
1995:09:07,0.53744
1995:09:08,0.517866
1995:09:09,0.498907
1995:09:10,0.480558
1995:09:11,0.462325
1995:09:12,0.444202
1995:09:13,0.426184
1995:09:14,0.408264
1995:09:15,0.390438
1995:09:16,0.3727
1995:09:17,0.355045
1995:09:18,0.336198
1995:09:19,0.316155
1995:09:20,0.294909
1995:09:21,0.272454
1995:09:22,0.248782
1995:09:23,0.223888
1995:09:24,0.197762
1995:09:25,0.171469
1995:09:26,0.144999
1995:09:27,0.118346
1995:09:28,0.0915011
1995:09:29,0.0644559
1995:09:30,0.0372026
1995:10:01,0.0097328
1995:10:02,-0.0156787
1995:10:03,-0.0390397
1995:10:04,-0.0603572
1995:10:05,-0.0796376
1995:10:06,-0.0968868
1995:10:07,-0.11211
1995:10:08,-0.125312
1995:10:09,-0.137562
1995:10:10,-0.148864
1995:10:11,-0.159221
1995:10:12,-0.168637
1995:10:13,-0.177114
1995:10:14,-0.184655
1995:10:15,-0.191263
1995:10:16,-0.196861
1995:10:17,-0.201452
1995:10:18,-0.205037
1995:10:19,-0.207616
1995:10:20,-0.209192
1995:10:21,-0.209764
1995:10:22,-0.209332
1995:10:23,-0.20727
1995:10:24,-0.203577
1995:10:25,-0.198253
1995:10:26,-0.191296
1995:10:27,-0.182703
1995:10:28,-0.172472
1995:10:29,-0.1606
1995:10:30,-0.147418
1995:10:31,-0.132922
1995:11:01,-0.117108
1995:11:02,-0.101594
1995:11:03,-0.0863763
1995:11:04,-0.071449
1995:11:05,-0.0568081
1995:11:06,-0.0430173
1995:11:07,-0.0300723
1995:11:08,-0.0179694
1995:11:09,-0.00670479
1995:11:10,0.00372487
1995:11:11,0.0133227
1995:11:12,0.0220917
1995:11:13,0.0308835
1995:11:14,0.0397008
1995:11:15,0.0485462
1995:11:16,0.0574225
1995:11:17,0.0663322
1995:11:18,0.0752782
1995:11:19,0.0842631
1995:11:20,0.0929047
1995:11:21,0.101206
1995:11:22,0.109169
1995:11:23,0.116796
1995:11:24,0.124089
1995:11:25,0.131052
1995:11:26,0.137685
1995:11:27,0.143728
1995:11:28,0.14918
1995:11:29,0.154045
1995:11:30,0.158324
1995:12:01,0.162017
1995:12:02,0.164239
1995:12:03,0.164988
1995:12:04,0.163314
1995:12:05,0.159214
1995:12:06,0.152689
1995:12:07,0.143736
1995:12:08,0.132353
1995:12:09,0.118535
1995:12:10,0.102279
1995:12:11,0.0859592
1995:12:12,0.0695699
1995:12:13,0.0531066
1995:12:14,0.0365642
1995:12:15,0.0199376
1995:12:16,0.00322202
1995:12:17,-0.0135878
1995:12:18,-0.0316448
1995:12:19,-0.0509547
1995:12:20,-0.0715231
1995:12:21,-0.0933563
1995:12:22,-0.116461
1995:12:23,-0.140844
1995:12:24,-0.166512
1995:12:25,-0.194216
1995:12:26,-0.223962
1995:12:27,-0.255761
1995:12:28,-0.289621
1995:12:29,-0.325552
1995:12:30,-0.363567
1995:12:31,-0.403675
1996:01:01,-0.445178
1996:01:02,-0.483118
1996:01:03,-0.517508
1996:01:04,-0.548358
1996:01:05,-0.575676
1996:01:06,-0.599472
1996:01:07,-0.619752
1996:01:08,-0.637888
1996:01:09,-0.653885
1996:01:10,-0.667748
1996:01:11,-0.679481
1996:01:12,-0.689087
1996:01:13,-0.69657
1996:01:14,-0.701932
1996:01:15,-0.700268
1996:01:16,-0.691577
1996:01:17,-0.675856
1996:01:18,-0.6531
1996:01:19,-0.623304
1996:01:20,-0.586457
1996:01:21,-0.542549
1996:01:22,-0.496366
1996:01:23,-0.447894
1996:01:24,-0.397119
1996:01:25,-0.344025
1996:01:26,-0.288596
1996:01:27,-0.230816
1996:01:28,-0.170666
1996:01:29,-0.10744
1996:01:30,-0.0411186
1996:01:31,0.0283187
1996:02:01,0.100893
1996:02:02,0.168876
1996:02:03,0.232289
1996:02:04,0.29115
1996:02:05,0.346681
1996:02:06,0.398898
1996:02:07,0.447817
1996:02:08,0.493452
1996:02:09,0.535818
1996:02:10,0.574927
1996:02:11,0.610791
1996:02:12,0.642705
1996:02:13,0.670678
1996:02:14,0.69472
1996:02:15,0.714837
1996:02:16,0.731036
1996:02:17,0.743321
1996:02:18,0.751697
1996:02:19,0.755537
1996:02:20,0.754842
1996:02:21,0.749614
1996:02:22,0.739849
1996:02:23,0.725545
1996:02:24,0.706698
1996:02:25,0.683302
1996:02:26,0.65625
1996:02:27,0.625534
1996:02:28,0.591145
1996:02:29,0.553071
1996:03:01,0.511303
1996:03:02,0.4717
1996:03:03,0.434252
1996:03:04,0.39847
1996:03:05,0.364344
1996:03:06,0.331863
1996:03:07,0.301017
1996:03:08,0.271797
1996:03:09,0.244195
1996:03:10,0.218201
1996:03:11,0.195126
1996:03:12,0.174963
1996:03:13,0.157705
1996:03:14,0.143347
1996:03:15,0.131885
1996:03:16,0.123316
1996:03:17,0.117637
1996:03:18,0.115727
1996:03:19,0.117585
1996:03:20,0.123213
1996:03:21,0.132612
1996:03:22,0.145785
1996:03:23,0.162736
1996:03:24,0.18347
1996:03:25,0.204693
1996:03:26,0.226412
1996:03:27,0.248635
1996:03:28,0.271366
1996:03:29,0.294614
1996:03:30,0.318385
1996:03:31,0.342687
1996:04:01,0.367906
1996:04:02,0.391813
1996:04:03,0.414416
1996:04:04,0.43572
1996:04:05,0.455732
1996:04:06,0.474459
1996:04:07,0.491905
1996:04:08,0.5086
1996:04:09,0.524547
1996:04:10,0.539753
1996:04:11,0.55422
1996:04:12,0.567955
1996:04:13,0.58096
1996:04:14,0.59324
1996:04:15,0.605829
1996:04:16,0.618729
1996:04:17,0.631945
1996:04:18,0.64548
1996:04:19,0.659339
1996:04:20,0.673527
1996:04:21,0.688046
1996:04:22,0.70131
1996:04:23,0.713322
1996:04:24,0.724087
1996:04:25,0.733607
1996:04:26,0.741885
1996:04:27,0.748924
1996:04:28,0.754725
1996:04:29,0.760163
1996:04:30,0.765237
1996:05:01,0.769951
1996:05:02,0.773847
1996:05:03,0.776926
1996:05:04,0.779191
1996:05:05,0.780641
1996:05:06,0.782127
1996:05:07,0.783648
1996:05:08,0.785205
1996:05:09,0.786799
1996:05:10,0.78843
1996:05:11,0.790099
1996:05:12,0.791806
1996:05:13,0.792627
1996:05:14,0.792562
1996:05:15,0.791612
1996:05:16,0.789776
1996:05:17,0.787054
1996:05:18,0.783445
1996:05:19,0.778947
1996:05:20,0.773771
1996:05:21,0.767915
1996:05:22,0.761378
1996:05:23,0.754158
1996:05:24,0.746252
1996:05:25,0.737658
1996:05:26,0.728373
1996:05:27,0.718339
1996:05:28,0.707552
1996:05:29,0.696011
1996:05:30,0.68371
1996:05:31,0.670646
1996:06:01,0.656815
1996:06:02,0.642839
1996:06:03,0.629326
1996:06:04,0.616273
1996:06:05,0.603676
1996:06:06,0.59153
1996:06:07,0.579833
1996:06:08,0.568581
1996:06:09,0.55777
1996:06:10,0.546502
1996:06:11,0.534775
1996:06:12,0.522584
1996:06:13,0.509926
1996:06:14,0.496797
