date,ADS_Index
1973:11:27,0.372357
1973:11:28,0.310604
1973:11:29,0.247939
1973:11:30,0.184342
1973:12:01,0.119793
1973:12:02,0.057572
1973:12:03,-0.00294825
1973:12:04,-0.0617854
1973:12:05,-0.118957
1973:12:06,-0.174481
1973:12:07,-0.228374
1973:12:08,-0.280651
1973:12:09,-0.33133
1973:12:10,-0.380635
1973:12:11,-0.428583
1973:12:12,-0.475187
1973:12:13,-0.520462
1973:12:14,-0.564421
1973:12:15,-0.607077
1973:12:16,-0.648444
1973:12:17,-0.686402
1973:12:18,-0.720963
1973:12:19,-0.752137
1973:12:20,-0.779934
1973:12:21,-0.804362
1973:12:22,-0.825428
1973:12:23,-0.84314
1973:12:24,-0.861043
1973:12:25,-0.879144
1973:12:26,-0.897448
1973:12:27,-0.91596
1973:12:28,-0.934687
1973:12:29,-0.953633
1973:12:30,-0.972805
1973:12:31,-0.992486
1974:01:01,-1.01268
1974:01:02,-1.03346
1974:01:03,-1.05482
1974:01:04,-1.07677
1974:01:05,-1.09932
1974:01:06,-1.12248
1974:01:07,-1.14173
1974:01:08,-1.15707
1974:01:09,-1.1685
1974:01:10,-1.17603
1974:01:11,-1.17967
1974:01:12,-1.17941
1974:01:13,-1.17525
1974:01:14,-1.17114
1974:01:15,-1.16709
1974:01:16,-1.16308
1974:01:17,-1.15912
1974:01:18,-1.15521
1974:01:19,-1.15134
1974:01:20,-1.14752
1974:01:21,-1.14425
1974:01:22,-1.14155
1974:01:23,-1.13941
1974:01:24,-1.13782
1974:01:25,-1.13679
1974:01:26,-1.13632
1974:01:27,-1.13641
1974:01:28,-1.13525
1974:01:29,-1.13284
1974:01:30,-1.12919
1974:01:31,-1.12428
1974:02:01,-1.11813
1974:02:02,-1.11161
1974:02:03,-1.10473
1974:02:04,-1.09495
1974:02:05,-1.08226
1974:02:06,-1.06665
1974:02:07,-1.04813
1974:02:08,-1.02669
1974:02:09,-1.00231
1974:02:10,-0.975003
1974:02:11,-0.950258
1974:02:12,-0.928071
1974:02:13,-0.908435
1974:02:14,-0.891343
1974:02:15,-0.876792
1974:02:16,-0.864775
1974:02:17,-0.855291
1974:02:18,-0.84665
1974:02:19,-0.838852
1974:02:20,-0.831893
1974:02:21,-0.825771
1974:02:22,-0.820484
1974:02:23,-0.816032
1974:02:24,-0.812411
1974:02:25,-0.808385
1974:02:26,-0.803952
1974:02:27,-0.79911
1974:02:28,-0.793859
1974:03:01,-0.788196
1974:03:02,-0.782584
1974:03:03,-0.777022
1974:03:04,-0.771717
1974:03:05,-0.766666
1974:03:06,-0.761868
1974:03:07,-0.757322
1974:03:08,-0.753027
1974:03:09,-0.74898
1974:03:10,-0.745181
1974:03:11,-0.74135
1974:03:12,-0.737486
1974:03:13,-0.733587
1974:03:14,-0.729652
1974:03:15,-0.725681
1974:03:16,-0.721672
1974:03:17,-0.717624
1974:03:18,-0.714013
1974:03:19,-0.710838
1974:03:20,-0.708098
1974:03:21,-0.705793
1974:03:22,-0.703922
1974:03:23,-0.702485
1974:03:24,-0.70148
1974:03:25,-0.700458
1974:03:26,-0.699418
1974:03:27,-0.698361
1974:03:28,-0.697287
1974:03:29,-0.696193
1974:03:30,-0.695082
1974:03:31,-0.693951
1974:04:01,-0.694407
1974:04:02,-0.694625
1974:04:03,-0.694606
1974:04:04,-0.69435
1974:04:05,-0.693856
1974:04:06,-0.693125
1974:04:07,-0.692156
1974:04:08,-0.689724
1974:04:09,-0.68583
1974:04:10,-0.680471
1974:04:11,-0.673647
1974:04:12,-0.665355
1974:04:13,-0.655593
1974:04:14,-0.644357
1974:04:15,-0.631724
1974:04:16,-0.617689
1974:04:17,-0.602248
1974:04:18,-0.585396
1974:04:19,-0.567129
1974:04:20,-0.54744
1974:04:21,-0.526324
1974:04:22,-0.504298
1974:04:23,-0.481354
1974:04:24,-0.457485
1974:04:25,-0.432685
1974:04:26,-0.406946
1974:04:27,-0.38026
1974:04:28,-0.352619
1974:04:29,-0.323244
1974:04:30,-0.292126
1974:05:01,-0.259255
1974:05:02,-0.228372
1974:05:03,-0.199465
1974:05:04,-0.172528
1974:05:05,-0.147551
1974:05:06,-0.124275
1974:05:07,-0.102694
1974:05:08,-0.0827996
1974:05:09,-0.0645868
1974:05:10,-0.0480501
1974:05:11,-0.0331843
1974:05:12,-0.019985
1974:05:13,-0.00873939
1974:05:14,0.000555992
1974:05:15,0.00790392
1974:05:16,0.0133066
1974:05:17,0.0167657
1974:05:18,0.0182823
1974:05:19,0.0178567
1974:05:20,0.0158963
1974:05:21,0.0124003
1974:05:22,0.00736773
1974:05:23,0.000797096
1974:05:24,-0.0073136
1974:05:25,-0.0169668
1974:05:26,-0.0281655
1974:05:27,-0.0427977
1974:05:28,-0.060868
1974:05:29,-0.0823817
1974:05:30,-0.107345
1974:05:31,-0.135767
1974:06:01,-0.167654
1974:06:02,-0.200044
1974:06:03,-0.230001
1974:06:04,-0.257533
1974:06:05,-0.282649
1974:06:06,-0.305356
1974:06:07,-0.325662
1974:06:08,-0.343572
1974:06:09,-0.359093
1974:06:10,-0.374307
1974:06:11,-0.38922
1974:06:12,-0.403836
1974:06:13,-0.41816
1974:06:14,-0.432197
1974:06:15,-0.445949
1974:06:16,-0.459422
1974:06:17,-0.471926
1974:06:18,-0.483465
1974:06:19,-0.494043
1974:06:20,-0.503663
1974:06:21,-0.512327
1974:06:22,-0.520039
1974:06:23,-0.5268
1974:06:24,-0.532072
1974:06:25,-0.535857
1974:06:26,-0.538155
1974:06:27,-0.538967
1974:06:28,-0.538294
1974:06:29,-0.536136
1974:06:30,-0.532491
1974:07:01,-0.528729
1974:07:02,-0.526733
1974:07:03,-0.526502
1974:07:04,-0.528037
1974:07:05,-0.531339
1974:07:06,-0.536407
1974:07:07,-0.543244
1974:07:08,-0.551561
1974:07:09,-0.561362
1974:07:10,-0.572649
1974:07:11,-0.585426
1974:07:12,-0.599696
1974:07:13,-0.615464
1974:07:14,-0.632734
1974:07:15,-0.651267
1974:07:16,-0.671068
1974:07:17,-0.692142
1974:07:18,-0.714498
1974:07:19,-0.73814
1974:07:20,-0.763077
1974:07:21,-0.789315
1974:07:22,-0.816078
1974:07:23,-0.843373
1974:07:24,-0.871208
1974:07:25,-0.899593
1974:07:26,-0.928535
1974:07:27,-0.958044
1974:07:28,-0.988127
1974:07:29,-1.01889
1974:07:30,-1.05034
1974:07:31,-1.08248
1974:08:01,-1.11533
1974:08:02,-1.14605
1974:08:03,-1.17464
1974:08:04,-1.20111
1974:08:05,-1.22562
1974:08:06,-1.24816
1974:08:07,-1.26874
1974:08:08,-1.28738
1974:08:09,-1.30407
1974:08:10,-1.31882
1974:08:11,-1.33163
1974:08:12,-1.34373
1974:08:13,-1.3551
1974:08:14,-1.36576
1974:08:15,-1.37571
1974:08:16,-1.38495
1974:08:17,-1.39349
1974:08:18,-1.40133
1974:08:19,-1.40732
1974:08:20,-1.41147
1974:08:21,-1.41378
1974:08:22,-1.41425
1974:08:23,-1.41288
1974:08:24,-1.40967
1974:08:25,-1.40462
1974:08:26,-1.39789
1974:08:27,-1.38948
1974:08:28,-1.37938
1974:08:29,-1.36759
1974:08:30,-1.35411
1974:08:31,-1.33893
1974:09:01,-1.32205
1974:09:02,-1.3059
1974:09:03,-1.29048
1974:09:04,-1.27579
1974:09:05,-1.26181
1974:09:06,-1.24854
1974:09:07,-1.23598
1974:09:08,-1.22413
1974:09:09,-1.21266
1974:09:10,-1.20156
1974:09:11,-1.19083
1974:09:12,-1.18047
1974:09:13,-1.17047
1974:09:14,-1.16083
1974:09:15,-1.15155
1974:09:16,-1.14233
1974:09:17,-1.13318
1974:09:18,-1.1241
1974:09:19,-1.11507
1974:09:20,-1.1061
1974:09:21,-1.09718
1974:09:22,-1.08831
1974:09:23,-1.08023
1974:09:24,-1.07294
1974:09:25,-1.06643
1974:09:26,-1.0607
1974:09:27,-1.05575
1974:09:28,-1.05158
1974:09:29,-1.04818
1974:09:30,-1.04516
1974:10:01,-1.04251
1974:10:02,-1.04304
1974:10:03,-1.04676
1974:10:04,-1.05367
1974:10:05,-1.06375
1974:10:06,-1.07703
1974:10:07,-1.09185
1974:10:08,-1.1082
1974:10:09,-1.12609
1974:10:10,-1.14553
1974:10:11,-1.16653
1974:10:12,-1.18909
1974:10:13,-1.21322
1974:10:14,-1.24185
1974:10:15,-1.275
1974:10:16,-1.31268
1974:10:17,-1.3549
1974:10:18,-1.40167
1974:10:19,-1.45301
1974:10:20,-1.50893
1974:10:21,-1.56732
1974:10:22,-1.62821
1974:10:23,-1.6916
1974:10:24,-1.75753
1974:10:25,-1.82601
1974:10:26,-1.89706
1974:10:27,-1.9707
1974:10:28,-2.04847
1974:10:29,-2.13039
1974:10:30,-2.2165
1974:10:31,-2.30681
1974:11:01,-2.40135
1974:11:02,-2.49483
1974:11:03,-2.58729
1974:11:04,-2.6769
1974:11:05,-2.76369
1974:11:06,-2.8477
1974:11:07,-2.92893
1974:11:08,-3.00743
1974:11:09,-3.08321
1974:11:10,-3.15629
1974:11:11,-3.22794
1974:11:12,-3.29816
1974:11:13,-3.36699
1974:11:14,-3.43444
1974:11:15,-3.50053
1974:11:16,-3.56529
1974:11:17,-3.62873
1974:11:18,-3.68817
1974:11:19,-3.74363
1974:11:20,-3.79513
1974:11:21,-3.84268
1974:11:22,-3.88629
1974:11:23,-3.92599
1974:11:24,-3.96178
1974:11:25,-3.99869
1974:11:26,-4.03674
1974:11:27,-4.07594
1974:11:28,-4.1163
1974:11:29,-4.15783
1974:11:30,-4.20054
1974:12:01,-4.24445
1974:12:02,-4.28266
1974:12:03,-4.31518
1974:12:04,-4.34202
1974:12:05,-4.36318
1974:12:06,-4.37868
1974:12:07,-4.38852
1974:12:08,-4.3927
1974:12:09,-4.3944
1974:12:10,-4.3936
1974:12:11,-4.39032
1974:12:12,-4.38456
1974:12:13,-4.3763
1974:12:14,-4.36555
1974:12:15,-4.35231
1974:12:16,-4.33528
1974:12:17,-4.31445
1974:12:18,-4.28982
1974:12:19,-4.26137
1974:12:20,-4.22911
1974:12:21,-4.19302
1974:12:22,-4.15309
1974:12:23,-4.10904
1974:12:24,-4.06084
1974:12:25,-4.00849
1974:12:26,-3.95197
1974:12:27,-3.89127
1974:12:28,-3.82636
1974:12:29,-3.75722
1974:12:30,-3.68812
1974:12:31,-3.61904
1975:01:01,-3.54995
1975:01:02,-3.48811
1975:01:03,-3.43349
1975:01:04,-3.38608
1975:01:05,-3.34586
1975:01:06,-3.30485
1975:01:07,-3.26303
1975:01:08,-3.22038
1975:01:09,-3.1769
1975:01:10,-3.13257
1975:01:11,-3.08738
1975:01:12,-3.04131
1975:01:13,-2.99765
1975:01:14,-2.95637
1975:01:15,-2.91747
1975:01:16,-2.88094
1975:01:17,-2.84676
1975:01:18,-2.81492
1975:01:19,-2.78541
1975:01:20,-2.76002
1975:01:21,-2.73874
1975:01:22,-2.72156
1975:01:23,-2.70847
1975:01:24,-2.69948
1975:01:25,-2.69457
1975:01:26,-2.69376
1975:01:27,-2.69597
1975:01:28,-2.70122
1975:01:29,-2.70951
1975:01:30,-2.72083
1975:01:31,-2.7352
1975:02:01,-2.75261
1975:02:02,-2.76846
1975:02:03,-2.78354
1975:02:04,-2.79789
1975:02:05,-2.81149
1975:02:06,-2.82435
1975:02:07,-2.83647
1975:02:08,-2.84786
1975:02:09,-2.85853
1975:02:10,-2.86854
1975:02:11,-2.87791
1975:02:12,-2.88663
1975:02:13,-2.89471
1975:02:14,-2.90215
1975:02:15,-2.90894
1975:02:16,-2.91511
1975:02:17,-2.91936
1975:02:18,-2.92169
1975:02:19,-2.92212
1975:02:20,-2.92064
1975:02:21,-2.91724
1975:02:22,-2.91193
1975:02:23,-2.90471
1975:02:24,-2.89608
1975:02:25,-2.88605
1975:02:26,-2.87461
1975:02:27,-2.86176
1975:02:28,-2.8475
1975:03:01,-2.83182
1975:03:02,-2.81472
1975:03:03,-2.79604
1975:03:04,-2.77579
1975:03:05,-2.75394
1975:03:06,-2.73051
1975:03:07,-2.70547
1975:03:08,-2.67883
1975:03:09,-2.65057
1975:03:10,-2.62178
1975:03:11,-2.59244
1975:03:12,-2.56256
1975:03:13,-2.53212
1975:03:14,-2.50112
1975:03:15,-2.46954
1975:03:16,-2.43737
1975:03:17,-2.40285
1975:03:18,-2.36597
1975:03:19,-2.32671
1975:03:20,-2.28507
1975:03:21,-2.24103
1975:03:22,-2.19458
1975:03:23,-2.14571
1975:03:24,-2.09495
1975:03:25,-2.04231
1975:03:26,-1.98775
1975:03:27,-1.93126
1975:03:28,-1.87284
1975:03:29,-1.81245
1975:03:30,-1.75008
1975:03:31,-1.68669
1975:04:01,-1.62225
1975:04:02,-1.55983
1975:04:03,-1.49941
1975:04:04,-1.44096
1975:04:05,-1.38447
1975:04:06,-1.32992
1975:04:07,-1.27723
1975:04:08,-1.22637
1975:04:09,-1.17735
1975:04:10,-1.13013
1975:04:11,-1.08472
1975:04:12,-1.04108
1975:04:13,-0.999216
1975:04:14,-0.957833
1975:04:15,-0.916922
1975:04:16,-0.876469
1975:04:17,-0.836462
1975:04:18,-0.796889
1975:04:19,-0.757739
1975:04:20,-0.718999
1975:04:21,-0.681913
1975:04:22,-0.646471
1975:04:23,-0.612662
1975:04:24,-0.580475
1975:04:25,-0.549901
1975:04:26,-0.52093
1975:04:27,-0.493554
1975:04:28,-0.467315
1975:04:29,-0.442204
1975:04:30,-0.418216
1975:05:01,-0.395341
1975:05:02,-0.373541
1975:05:03,-0.352811
1975:05:04,-0.333144
1975:05:05,-0.314077
1975:05:06,-0.295604
1975:05:07,-0.277721
1975:05:08,-0.260422
1975:05:09,-0.2437
1975:05:10,-0.227553
1975:05:11,-0.211973
1975:05:12,-0.196717
1975:05:13,-0.181777
1975:05:14,-0.167152
1975:05:15,-0.152835
1975:05:16,-0.138822
1975:05:17,-0.12511
1975:05:18,-0.111695
1975:05:19,-0.0998095
1975:05:20,-0.0894515
1975:05:21,-0.0806175
1975:05:22,-0.0733048
1975:05:23,-0.0675112
1975:05:24,-0.063235
1975:05:25,-0.0604749
1975:05:26,-0.0591212
1975:05:27,-0.0591733
1975:05:28,-0.0606314
1975:05:29,-0.0634958
1975:05:30,-0.0677675
1975:05:31,-0.0734477
1975:06:01,-0.0805381
1975:06:02,-0.0839055
1975:06:03,-0.083551
1975:06:04,-0.0794744
1975:06:05,-0.0716745
1975:06:06,-0.060149
1975:06:07,-0.0448943
1975:06:08,-0.0259058
1975:06:09,-0.00695758
1975:06:10,0.0119562
1975:06:11,0.0308411
1975:06:12,0.049703
1975:06:13,0.0685474
1975:06:14,0.0873802
1975:06:15,0.106207
1975:06:16,0.126446
1975:06:17,0.148105
1975:06:18,0.171188
1975:06:19,0.195704
1975:06:20,0.22166
1975:06:21,0.249063
1975:06:22,0.277923
1975:06:23,0.306562
1975:06:24,0.33499
1975:06:25,0.363215
1975:06:26,0.391247
1975:06:27,0.419092
1975:06:28,0.44676
1975:06:29,0.47426
1975:06:30,0.501661
1975:07:01,0.528971
1975:07:02,0.554172
1975:07:03,0.577271
1975:07:04,0.598275
1975:07:05,0.617191
1975:07:06,0.634024
1975:07:07,0.651399
1975:07:08,0.669324
1975:07:09,0.687802
1975:07:10,0.706839
1975:07:11,0.726441
1975:07:12,0.746614
1975:07:13,0.767364
1975:07:14,0.787667
1975:07:15,0.807528
1975:07:16,0.826955
1975:07:17,0.845953
1975:07:18,0.864527
1975:07:19,0.882683
1975:07:20,0.900428
1975:07:21,0.918229
1975:07:22,0.936093
1975:07:23,0.954025
1975:07:24,0.97203
1975:07:25,0.990114
1975:07:26,1.00828
1975:07:27,1.02654
1975:07:28,1.04452
1975:07:29,1.06222
1975:07:30,1.07965
1975:07:31,1.09681
1975:08:01,1.11372
1975:08:02,1.12938
1975:08:03,1.14381
1975:08:04,1.15725
1975:08:05,1.16969
1975:08:06,1.18115
1975:08:07,1.19163
1975:08:08,1.20112
1975:08:09,1.20964
1975:08:10,1.21719
1975:08:11,1.22288
1975:08:12,1.22671
1975:08:13,1.22868
1975:08:14,1.22881
1975:08:15,1.22707
1975:08:16,1.22348
1975:08:17,1.21804
1975:08:18,1.21197
1975:08:19,1.20527
1975:08:20,1.19795
1975:08:21,1.19
1975:08:22,1.18142
1975:08:23,1.1722
1975:08:24,1.16235
1975:08:25,1.15078
1975:08:26,1.1375
1975:08:27,1.1225
1975:08:28,1.10578
1975:08:29,1.08733
1975:08:30,1.06715
1975:08:31,1.04522
1975:09:01,1.02206
1975:09:02,0.999795
1975:09:03,0.978417
1975:09:04,0.957922
1975:09:05,0.938303
1975:09:06,0.919554
1975:09:07,0.90167
1975:09:08,0.884991
1975:09:09,0.869512
1975:09:10,0.855228
1975:09:11,0.842136
1975:09:12,0.83023
1975:09:13,0.819507
1975:09:14,0.809965
1975:09:15,0.800163
1975:09:16,0.7901
1975:09:17,0.779773
1975:09:18,0.769177
1975:09:19,0.75831
1975:09:20,0.747168
1975:09:21,0.735749
1975:09:22,0.725582
1975:09:23,0.716665
1975:09:24,0.708994
1975:09:25,0.702568
1975:09:26,0.697383
1975:09:27,0.69344
1975:09:28,0.690736
1975:09:29,0.68789
1975:09:30,0.6849
1975:10:01,0.681767
1975:10:02,0.677431
1975:10:03,0.671892
1975:10:04,0.665149
1975:10:05,0.657198
1975:10:06,0.648995
1975:10:07,0.640538
1975:10:08,0.631823
1975:10:09,0.622848
1975:10:10,0.613611
1975:10:11,0.604108
1975:10:12,0.594337
1975:10:13,0.58303
1975:10:14,0.570185
1975:10:15,0.555796
1975:10:16,0.53986
1975:10:17,0.522371
1975:10:18,0.503326
1975:10:19,0.482717
1975:10:20,0.462602
1975:10:21,0.442974
1975:10:22,0.423827
1975:10:23,0.405156
1975:10:24,0.386955
1975:10:25,0.369218
1975:10:26,0.351941
1975:10:27,0.333602
1975:10:28,0.314196
1975:10:29,0.293718
1975:10:30,0.27216
1975:10:31,0.249517
1975:11:01,0.225782
1975:11:02,0.204163
1975:11:03,0.185204
1975:11:04,0.168899
1975:11:05,0.155244
1975:11:06,0.144235
1975:11:07,0.135869
1975:11:08,0.130142
1975:11:09,0.127054
1975:11:10,0.125251
1975:11:11,0.124734
1975:11:12,0.125502
1975:11:13,0.127555
1975:11:14,0.130895
1975:11:15,0.135521
1975:11:16,0.141436
1975:11:17,0.150588
1975:11:18,0.162977
1975:11:19,0.17861
1975:11:20,0.197489
1975:11:21,0.219622
1975:11:22,0.245014
1975:11:23,0.273673
1975:11:24,0.304349
1975:11:25,0.337051
1975:11:26,0.371788
1975:11:27,0.408572
1975:11:28,0.447413
1975:11:29,0.488323
1975:11:30,0.531315
1975:12:01,0.576417
1975:12:02,0.620351
1975:12:03,0.66313
1975:12:04,0.704766
1975:12:05,0.745271
1975:12:06,0.784659
1975:12:07,0.822941
1975:12:08,0.860549
1975:12:09,0.897493
1975:12:10,0.933785
1975:12:11,0.969436
1975:12:12,1.00446
1975:12:13,1.03886
1975:12:14,1.07265
1975:12:15,1.10595
1975:12:16,1.13878
1975:12:17,1.17114
1975:12:18,1.20305
1975:12:19,1.23451
1975:12:20,1.26553
1975:12:21,1.29612
1975:12:22,1.32762
1975:12:23,1.36004
1975:12:24,1.39339
1975:12:25,1.42768
1975:12:26,1.46291
1975:12:27,1.49911
1975:12:28,1.53627
1975:12:29,1.57201
1975:12:30,1.60634
1975:12:31,1.63926
1976:01:01,1.67078
1976:01:02,1.69912
1976:01:03,1.72428
1976:01:04,1.74627
1976:01:05,1.76818
1976:01:06,1.79001
1976:01:07,1.81178
1976:01:08,1.83348
1976:01:09,1.85513
1976:01:10,1.87673
1976:01:11,1.8983
1976:01:12,1.91666
1976:01:13,1.93182
1976:01:14,1.9438
1976:01:15,1.95259
1976:01:16,1.95819
1976:01:17,1.96061
1976:01:18,1.95985
1976:01:19,1.95698
1976:01:20,1.95201
1976:01:21,1.94494
1976:01:22,1.93577
1976:01:23,1.92448
1976:01:24,1.91108
1976:01:25,1.89557
1976:01:26,1.87804
1976:01:27,1.8585
1976:01:28,1.83694
1976:01:29,1.81336
1976:01:30,1.78774
1976:01:31,1.76008
1976:02:01,1.73036
1976:02:02,1.70068
1976:02:03,1.67102
1976:02:04,1.64136
1976:02:05,1.61171
1976:02:06,1.58205
1976:02:07,1.55238
1976:02:08,1.52268
1976:02:09,1.49278
1976:02:10,1.46266
1976:02:11,1.43232
1976:02:12,1.40176
1976:02:13,1.37095
1976:02:14,1.33989
1976:02:15,1.30858
1976:02:16,1.27749
1976:02:17,1.24663
1976:02:18,1.21599
1976:02:19,1.18554
1976:02:20,1.15529
1976:02:21,1.12523
1976:02:22,1.09535
1976:02:23,1.06556
1976:02:24,1.03587
1976:02:25,1.00626
1976:02:26,0.976723
1976:02:27,0.947251
1976:02:28,0.917835
1976:02:29,0.888466
1976:03:01,0.858977
1976:03:02,0.830349
1976:03:03,0.802571
1976:03:04,0.775637
1976:03:05,0.749538
1976:03:06,0.724266
1976:03:07,0.699813
1976:03:08,0.676734
1976:03:09,0.655023
1976:03:10,0.634672
1976:03:11,0.615675
1976:03:12,0.598027
1976:03:13,0.581722
1976:03:14,0.566756
1976:03:15,0.552947
1976:03:16,0.540291
1976:03:17,0.528783
1976:03:18,0.518422
1976:03:19,0.509202
1976:03:20,0.501123
1976:03:21,0.49418
1976:03:22,0.487928
1976:03:23,0.482363
1976:03:24,0.477485
1976:03:25,0.473291
1976:03:26,0.469782
1976:03:27,0.466954
1976:03:28,0.464809
1976:03:29,0.464059
1976:03:30,0.464706
1976:03:31,0.466749
1976:04:01,0.470188
1976:04:02,0.473373
1976:04:03,0.476302
1976:04:04,0.478979
1976:04:05,0.480479
1976:04:06,0.480802
1976:04:07,0.47995
1976:04:08,0.477921
1976:04:09,0.474716
1976:04:10,0.470332
1976:04:11,0.46477
1976:04:12,0.457787
1976:04:13,0.449382
1976:04:14,0.439552
1976:04:15,0.428294
1976:04:16,0.415605
1976:04:17,0.401481
1976:04:18,0.385917
1976:04:19,0.369689
1976:04:20,0.352793
1976:04:21,0.335222
1976:04:22,0.316972
1976:04:23,0.298037
1976:04:24,0.278411
1976:04:25,0.258089
1976:04:26,0.237594
1976:04:27,0.21692
1976:04:28,0.196062
1976:04:29,0.175012
1976:04:30,0.153765
1976:05:01,0.132314
1976:05:02,0.112514
1976:05:03,0.0940077
1976:05:04,0.0767892
1976:05:05,0.0608535
1976:05:06,0.0461957
1976:05:07,0.0328114
1976:05:08,0.0206965
1976:05:09,0.00984744
1976:05:10,-0.000770021
1976:05:11,-0.0111591
1976:05:12,-0.0213229
1976:05:13,-0.0312645
1976:05:14,-0.0409868
1976:05:15,-0.050493
1976:05:16,-0.0597857
1976:05:17,-0.0677687
1976:05:18,-0.0744445
1976:05:19,-0.079815
1976:05:20,-0.083882
1976:05:21,-0.0866465
1976:05:22,-0.0881094
1976:05:23,-0.0882712
1976:05:24,-0.0872958
1976:05:25,-0.0851829
1976:05:26,-0.0819318
1976:05:27,-0.0775415
1976:05:28,-0.0720108
1976:05:29,-0.065338
1976:05:30,-0.057521
1976:05:31,-0.0497999
1976:06:01,-0.0421724
1976:06:02,-0.0354046
1976:06:03,-0.0294945
1976:06:04,-0.0244402
1976:06:05,-0.0202403
1976:06:06,-0.0168934
1976:06:07,-0.012398
1976:06:08,-0.0067527
1976:06:09,4.42683E-05
1976:06:10,0.00799491
1976:06:11,0.0171016
1976:06:12,0.0273672
1976:06:13,0.0387947
1976:06:14,0.0499466
1976:06:15,0.0608265
1976:06:16,0.0714374
1976:06:17,0.0817827
1976:06:18,0.0918655
1976:06:19,0.101689
1976:06:20,0.111255
1976:06:21,0.120386
1976:06:22,0.129084
1976:06:23,0.13735
1976:06:24,0.145189
1976:06:25,0.152602
1976:06:26,0.159591
1976:06:27,0.166158
1976:06:28,0.173151
1976:06:29,0.180571
1976:06:30,0.18842
1976:07:01,0.1967
1976:07:02,0.205037
1976:07:03,0.213432
1976:07:04,0.221889
1976:07:05,0.229121
1976:07:06,0.23513
1976:07:07,0.23992
1976:07:08,0.24349
1976:07:09,0.245843
1976:07:10,0.246978
1976:07:11,0.246897
1976:07:12,0.248089
1976:07:13,0.250554
1976:07:14,0.254294
1976:07:15,0.259308
1976:07:16,0.2656
1976:07:17,0.27317
1976:07:18,0.282021
1976:07:19,0.29014
1976:07:20,0.297529
1976:07:21,0.304191
1976:07:22,0.310127
1976:07:23,0.315339
1976:07:24,0.31983
1976:07:25,0.323599
1976:07:26,0.326905
1976:07:27,0.32975
1976:07:28,0.332135
1976:07:29,0.334059
1976:07:30,0.335523
1976:07:31,0.336529
1976:08:01,0.337075
1976:08:02,0.336862
1976:08:03,0.335887
1976:08:04,0.334152
1976:08:05,0.331655
1976:08:06,0.328396
1976:08:07,0.324374
1976:08:08,0.319587
1976:08:09,0.314647
1976:08:10,0.309552
1976:08:11,0.304299
1976:08:12,0.298889
1976:08:13,0.293319
1976:08:14,0.287587
1976:08:15,0.281692
1976:08:16,0.276261
1976:08:17,0.271295
1976:08:18,0.26679
1976:08:19,0.262746
1976:08:20,0.259161
1976:08:21,0.256034
1976:08:22,0.253365
1976:08:23,0.250094
1976:08:24,0.246221
1976:08:25,0.241745
1976:08:26,0.236664
1976:08:27,0.230976
1976:08:28,0.224681
1976:08:29,0.217775
1976:08:30,0.211728
1976:08:31,0.206537
1976:09:01,0.202202
1976:09:02,0.198164
1976:09:03,0.194422
1976:09:04,0.190974
1976:09:05,0.18782
1976:09:06,0.182068
1976:09:07,0.173717
1976:09:08,0.162763
1976:09:09,0.149203
1976:09:10,0.133033
1976:09:11,0.114249
1976:09:12,0.0928439
1976:09:13,0.0713518
1976:09:14,0.0497657
1976:09:15,0.0280792
1976:09:16,0.00628563
1976:09:17,-0.0156215
1976:09:18,-0.0376487
1976:09:19,-0.0598028
1976:09:20,-0.0820829
1976:09:21,-0.104496
1976:09:22,-0.127048
1976:09:23,-0.149746
1976:09:24,-0.172597
1976:09:25,-0.195608
1976:09:26,-0.218786
1976:09:27,-0.243707
1976:09:28,-0.270376
1976:09:29,-0.298803
1976:09:30,-0.328997
1976:10:01,-0.360965
1976:10:02,-0.390026
1976:10:03,-0.416189
1976:10:04,-0.438693
1976:10:05,-0.457545
1976:10:06,-0.47275
1976:10:07,-0.484314
1976:10:08,-0.492239
1976:10:09,-0.496529
1976:10:10,-0.497184
1976:10:11,-0.494696
1976:10:12,-0.489064
1976:10:13,-0.480287
1976:10:14,-0.468362
1976:10:15,-0.453285
1976:10:16,-0.435053
1976:10:17,-0.413658
1976:10:18,-0.388458
1976:10:19,-0.359443
1976:10:20,-0.326607
1976:10:21,-0.289937
1976:10:22,-0.249425
1976:10:23,-0.205057
1976:10:24,-0.15682
1976:10:25,-0.104693
1976:10:26,-0.0486616
1976:10:27,0.0112917
1976:10:28,0.0751851
1976:10:29,0.143038
1976:10:30,0.21487
1976:10:31,0.290704
1976:11:01,0.369327
1976:11:02,0.444244
1976:11:03,0.515479
1976:11:04,0.583052
1976:11:05,0.646984
1976:11:06,0.707295
1976:11:07,0.764002
1976:11:08,0.817905
1976:11:09,0.869021
1976:11:10,0.917364
1976:11:11,0.962949
1976:11:12,1.00579
1976:11:13,1.0459
1976:11:14,1.08329
1976:11:15,1.11944
1976:11:16,1.15435
1976:11:17,1.18805
1976:11:18,1.22052
1976:11:19,1.2518
1976:11:20,1.28188
1976:11:21,1.31078
1976:11:22,1.33604
1976:11:23,1.35768
1976:11:24,1.37569
1976:11:25,1.39008
1976:11:26,1.40087
1976:11:27,1.40804
1976:11:28,1.41161
1976:11:29,1.41405
1976:11:30,1.41537
1976:12:01,1.41557
1976:12:02,1.41511
1976:12:03,1.414
1976:12:04,1.41223
1976:12:05,1.40981
1976:12:06,1.40533
