date,GDP,OUTBS,OUTNFB,GPDIC1,INDPRO,CMRMTSPLx,IPMAT,FPIx,IPFINAL,IPDMAT,ADS_Index_lag_1,ADS_Index_lag_2,ADS_Index_lag_3,ADS_Index_lag_4,ADS_Index_lag_5
1966-06-01,0.003410345,-0.014914454,0.002775881,0.000868325,0.02066812,0.002333329,0.022966238,-0.009749834,0.021369532,0.031815593,0.7231919677419356,0.5933239,1.4486845161290327,1.2712507142857146,1.1660874193548387
1966-09-01,0.00843339,-0.007404178,0.007994438,0.00548195,0.015354208,0.004988612,0.018951962,0.001073939,0.015209691,0.017329769,0.2836721935483871,0.46753903225806465,0.8207788333333335,0.7231919677419356,0.5933239
1966-12-01,0.008170255,0.005843702,0.003646275,0.005860793,0.009511974,-0.001256025,0.003747669,-0.02693697,0.017032796,0.004287087,-0.14428684966666666,0.5139836774193548,0.5222801666666667,0.2836721935483871,0.46753903225806465
1967-03-01,0.008816883,-0.024848351,0.006806213,0.008220785,-0.005524646,-0.011576766,-0.028110492,-0.019269744,0.005124413,-0.040344517,-0.7597361071428572,0.20395025483870965,0.043364568709677434,-0.14428684966666666,0.5139836774193548
1967-06-01,0.000612522,-0.036848183,-0.002358588,-0.00146015,-0.004085257,0.004797051,-0.01750386,0.024294577,0.00440082,-0.03463693,-0.4099374516129033,-0.2290991,-0.4701361612903226,-0.7597361071428572,0.20395025483870965
1967-09-01,0.009416848,0.028900803,0.00843271,0.008366897,0.006856953,0.008268792,0.011994698,0.011896626,-0.00148235,0.008970466,0.9449371612903229,-0.011717046451612874,-0.22729243333333335,-0.4099374516129033,-0.2290991
1967-12-01,0.007511918,0.021341179,0.007400886,0.006819393,0.026406989,0.025054911,0.02966563,0.029557888,0.027841475,0.025238942,1.6400823333333336,0.2409598503225806,0.1328089656666667,0.9449371612903229,-0.011717046451612874
1968-03-01,0.020189739,0.019849879,0.023916249,0.022375128,0.014173428,0.013614219,0.018058161,0.022114331,0.012168535,0.025882658,0.5102485862068966,0.03396325677419356,1.174279129032258,1.6400823333333336,0.2409598503225806
1968-06-01,0.016570048,0.037536726,0.018798639,0.017861423,0.013390998,0.008921141,0.02161735,-0.002443501,0.006262187,0.020332725,0.6687250967741935,0.3651594666666667,0.3483467741935483,0.5102485862068966,0.03396325677419356
1968-09-01,0.007719847,-0.027650566,0.007459724,0.007231575,0.007729398,0.009703347,0.005040981,0.01543951,0.009608834,-0.006647667,-0.0559560990967742,0.28844677999999985,0.7125931999999999,0.6687250967741935,0.3651594666666667
1968-12-01,0.003925313,0.010819544,0.003766053,0.003919112,0.015070828,0.019584993,0.013728285,0.023376636,0.014341838,0.020457323,0.8748067666666667,0.6236406451612905,0.28714394000000004,-0.0559560990967742,0.28844677999999985
1969-03-01,0.01552986,0.057216858,0.017277828,0.017355076,0.019267122,-0.001070674,0.022337528,0.027494714,0.013764358,0.021620311,0.6049824642857142,0.28021396774193547,0.27007919354838716,0.8748067666666667,0.6236406451612905
1969-06-01,0.003035462,-0.005908584,0.001007106,0.001156307,0.004355363,0.006627769,0.012440526,0.005335527,-0.003046109,0.005127896,-0.08125086258064515,-0.03838845633333334,0.5522343870967743,0.6049824642857142,0.28021396774193547
1969-09-01,0.006583403,0.020098738,0.00594731,0.006206237,0.011933131,0.008490214,0.016206065,0.0143028,0.012007882,0.022319975,0.3888844193548386,0.28421745161290324,0.3638301333333333,-0.08125086258064515,-0.03838845633333334
1969-12-01,-0.004888783,-0.049489455,-0.007850473,-0.007735831,-0.006291123,0.008401052,-0.000544681,-0.022459335,-0.012593655,-0.010644037,-1.0501088333333335,-0.10505591193548386,-0.128511624,0.3888844193548386,0.28421745161290324
1970-03-01,-0.001485953,-0.03027902,-0.000822092,-0.000746993,-0.024524855,-0.021897888,-0.033475918,-0.004989856,-0.018717045,-0.066971122,-0.8140780357142858,-1.6151070967741938,-1.025770129032258,-1.0501088333333335,-0.10505591193548386
1970-06-01,0.001418191,0.002171429,0.001419553,0.001717251,-0.005514595,-0.004067386,-0.014102539,-0.020757446,-0.000665019,-0.028358434,-0.6963707419354839,-1.0971681666666666,-0.693294,-0.8140780357142858,-1.6151070967741938
1970-09-01,0.009173548,0.016142258,0.010656767,0.010795675,-0.003589102,0.006425564,0.0066159,0.016721276,-0.013515742,0.003317555,-0.5790123548387097,-0.1504346129032258,-0.4208449666666666,-0.6963707419354839,-1.0971681666666666
1970-12-01,-0.01077427,-0.05455395,-0.016835289,-0.015956302,-0.021854324,-0.012560876,-0.02386693,-0.000368074,-0.023931943,-0.058766033,-1.3958971700000002,-2.5253480645161295,-1.214009533333333,-0.5790123548387097,-0.1504346129032258
1971-03-01,0.026797629,0.110275558,0.033755051,0.033295239,0.019097644,0.029954501,0.023413282,0.0201592,0.018900452,0.051808776,0.17273122678571431,1.166379419354839,1.3603222258064516,-1.3958971700000002,-2.5253480645161295
1971-06-01,0.005396532,0.027980646,0.006190625,0.00636231,0.009015695,0.017857704,0.015200037,0.036713086,0.003390688,0.013070187,0.38351896774193545,0.34305603333333334,0.07449547948387097,0.17273122678571431,1.166379419354839
1971-09-01,0.008196166,0.012059116,0.00948283,0.00943251,0.003077746,0.006286146,-0.01514298,0.017026672,0.013657979,-0.041628693,-0.3102009193548388,-0.5143683870967742,0.09986374700000002,0.38351896774193545,0.34305603333333334
1971-12-01,0.002355018,-0.027298247,0.001964321,0.001783231,0.022916182,0.023069484,0.021584935,0.025921094,0.021497089,0.047370555,0.6402674666666667,0.425374064516129,0.8246103666666666,-0.3102009193548388,-0.5143683870967742
1972-03-01,0.018222492,0.063814922,0.026720827,0.023767469,0.04154295,0.021154387,0.055197176,0.041810379,0.029529283,0.061677094,0.9834282413793103,1.7013506451612903,1.1798074838709678,0.6402674666666667,0.425374064516129
1972-06-01,0.022443838,0.055245623,0.026769717,0.028539066,0.018886727,0.020916964,0.021530938,0.017082242,0.01579386,0.031448105,0.6811330322580645,1.0361934999999998,1.011586419354839,0.9834282413793103,1.7013506451612903
1972-09-01,0.009399595,0.014101847,0.011433692,0.010595992,0.012654114,0.02032605,0.007768549,0.011317768,0.01545685,0.014028624,1.3099752903225812,-0.06660923225806452,0.2862642666666667,0.6811330322580645,1.0361934999999998
1972-12-01,0.016605967,0.006250993,0.018879734,0.019811812,0.034395875,0.049969293,0.036738458,0.042866633,0.035370665,0.051953391,1.6160316666666665,1.694503548387097,1.2911973333333333,1.3099752903225812,-0.06660923225806452
1973-03-01,0.024446855,0.05695083,0.037291802,0.031769201,0.027941453,0.027427058,0.032969115,0.03846927,0.024805286,0.053515135,1.2500994285714289,1.2832448387096775,1.3981693548387097,1.6160316666666665,1.694503548387097
1973-06-01,0.010827683,0.041742798,0.010815335,0.013227247,0.008321745,-0.009098035,0.009778809,0.007691259,0.006189117,0.016602146,0.1200523170967742,-0.17783138333333331,0.28722985258064526,1.2500994285714289,1.2832448387096775
1973-09-01,-0.005272903,-0.036933971,-0.002724243,-0.008250456,0.008586245,-0.000458319,0.010039413,-0.002674102,0.006524726,0.016513878,-0.4677827096774193,-0.09488039838709676,0.1034339133333333,0.1200523170967742,-0.17783138333333331
1973-12-01,0.009447486,0.034999962,-0.00125502,0.009973811,0.014820079,0.029145217,0.016446376,-0.008237917,0.015212863,0.01850104,0.8585679666666668,1.20934835483871,0.16442523,-0.4677827096774193,-0.09488039838709676
1974-03-01,-0.008634824,-0.058801341,-0.006551617,-0.014442278,-0.008860966,-0.004909845,-0.005255475,-0.019549826,-0.015503739,-0.0192962,-0.9251009642857143,-1.1350258064516132,-0.5634046016129033,0.8585679666666668,1.20934835483871
1974-06-01,0.002373951,-0.003999583,-0.000316066,0.001459993,0.000589479,-0.004942158,-0.001554383,-0.012304133,0.003814932,-0.000915404,-0.06006315651612902,-0.5753689666666666,-0.7286127096774193,-0.9251009642857143,-1.1350258064516132
1974-09-01,-0.009496285,-0.053219689,-0.013750296,-0.013924599,-0.003949302,-0.012464141,-0.006976871,-0.016595938,0.004322198,-0.011243486,-1.333644838709677,-0.7198728387096773,-0.421963,-0.06006315651612902,-0.5753689666666666
1974-12-01,-0.003888965,0.006050589,-0.007527782,-0.006970918,-0.040507022,-0.043163249,-0.051488464,-0.05557629,-0.025450316,-0.052486199,-3.446647,-1.4501906451612905,-1.1573430000000002,-1.333644838709677,-0.7198728387096773
1975-03-01,-0.012247703,-0.175639203,-0.024053447,-0.018500283,-0.068360394,-0.040439983,-0.070104664,-0.059076188,-0.067195563,-0.110703629,-2.8685314285714276,-2.9744761290322588,-4.195255483870969,-3.446647,-1.4501906451612905
1975-06-01,0.007120029,-0.030223034,0.00662658,0.007919207,-0.013593996,-0.00981546,-0.025671778,-0.011945436,0.00595328,-0.048589693,-0.170259235483871,-0.9349296666666668,-2.3740280645161285,-2.8685314285714276,-2.9744761290322588
1975-09-01,0.016971737,0.074667234,0.021197842,0.021019315,0.024259179,0.01942706,0.021430231,0.023838576,0.029692685,0.016178381,1.1718603225806452,0.8216109354838711,0.148182024,-0.170259235483871,-0.9349296666666668
1975-12-01,0.013375227,0.027531066,0.018012761,0.016874954,0.021576141,0.009228328,0.026801243,0.019674524,0.016701446,0.024426623,0.2234756666666667,0.5088015483870969,0.8105962666666665,1.1718603225806452,0.8216109354838711
1976-03-01,0.022238491,0.092110931,0.031014819,0.028610211,0.030289391,0.036424962,0.037652302,0.040079228,0.023036472,0.056431901,1.308988448275862,1.8630022580645162,1.1269186451612903,0.2234756666666667,0.5088015483870969
1976-06-01,0.007310171,0.038816621,0.009754093,0.008811436,0.01269915,0.01459173,0.016307181,0.016391767,0.008191255,0.03345951,-0.025010051000000005,0.37981319999999996,0.5849301290322579,1.308988448275862,1.8630022580645162
1976-09-01,0.005472205,0.003478577,0.006410085,0.006022565,0.013279618,0.011723543,0.013208513,0.011235376,0.009885038,0.023636245,0.2790337419354839,0.274617064516129,0.06749370927666667,-0.025010051000000005,0.37981319999999996
1976-12-01,0.007222319,0.007453343,0.008284107,0.008472845,0.017876842,0.010872051,0.012300362,0.046368173,0.024158066,0.006410867,1.0589617333333332,-0.2946726387096774,-0.005612622333333332,0.2790337419354839,0.274617064516129
1977-03-01,0.01174567,0.045288671,0.016894296,0.015968048,0.020535694,0.028919886,0.019023457,0.033882024,0.02490465,0.022672319,1.0870285,0.045716923870967735,1.118285129032258,1.0589617333333332,-0.2946726387096774
1977-06-01,0.019254528,0.069238008,0.022895332,0.02374275,0.030514848,0.014676884,0.032457286,0.050668586,0.025282067,0.04242038,0.8350059032258064,0.9951785666666666,1.4136441935483872,1.0870285,0.045716923870967735
1977-09-01,0.017882656,0.049364066,0.021089913,0.020941982,0.010738126,0.011231129,0.006143008,0.012582102,0.014535267,0.005428552,0.30812009677419344,0.492791129032258,0.8992944000000002,0.8350059032258064,0.9951785666666666
1977-12-01,2.19e-05,-0.025405294,-0.003070382,-0.000986013,0.006469856,0.017909254,0.00600316,0.016937372,0.006718615,0.018927639,0.36691009999999996,0.4029936129032257,0.6473770333333333,0.30812009677419344,0.492791129032258
1978-03-01,0.003186694,0.019302543,0.005121434,0.001183099,-0.002787799,-0.002285681,-0.011201284,0.008808152,0.005579936,0.002634502,0.3302984428571429,-1.1846345483870966,-0.043030412903225804,0.36691009999999996,0.4029936129032257
1978-06-01,0.03791458,0.062928004,0.048271443,0.047501028,0.03945432,0.045183453,0.046684269,0.066067591,0.034879653,0.037798525,1.3347502258064516,2.679996,1.9643541935483873,0.3302984428571429,-1.1846345483870966
1978-09-01,0.010005012,0.028719323,0.008999235,0.010946871,0.008680814,0.002984598,0.008385673,0.026803528,0.009747267,0.021707522,0.3384430967741935,0.050264952903225794,0.7979497000000002,1.3347502258064516,2.679996
1978-12-01,0.013351929,0.022862092,0.018513941,0.014656139,0.017738209,0.0163317,0.018856888,0.021837289,0.01679469,0.031255226,0.7996106999999999,0.702386,0.25271546666666667,0.3384430967741935,0.050264952903225794
1979-03-01,0.001796222,0.001659907,-0.001953355,0.001255263,0.004227271,0.0004226,-0.000933645,0.009102045,0.009554783,-0.002033637,-0.034499117499999996,-0.5057431935483871,0.36652899677419354,0.7996106999999999,0.702386
1979-06-01,0.001068719,-0.000901044,0.00130266,0.001201484,-0.002158414,0.001228495,0.000605166,-0.005558801,-0.006748111,-0.006209379,0.1610174129032258,-1.0402279666666667,0.3270280358064515,-0.034499117499999996,-0.5057431935483871
1979-09-01,0.007401278,-0.016984191,0.00780636,0.008810172,-0.002802172,-0.001575921,-0.006741585,0.017557976,0.001866748,-0.008082431,-0.5976995483870968,-0.5013926774193549,-0.05371583333333334,0.1610174129032258,-1.0402279666666667
1979-12-01,0.002497614,-0.017897978,0.001084431,0.001447927,0.003822786,-0.006912584,0.001759122,-0.009144039,0.005687638,-0.007852859,-0.3660108666666667,-0.1924432903225807,-0.5108700666666665,-0.5976995483870968,-0.5013926774193549
1980-03-01,0.003140217,-0.006862045,0.002319828,0.001781174,0.004044008,-0.007279295,0.004068562,-0.013115726,0.00838986,-0.000509417,-0.5593272413793104,-0.005140002258064518,-0.2982577387096775,-0.3660108666666667,-0.1924432903225807
1980-06-01,-0.020820007,-0.088863324,-0.028729353,-0.028488527,-0.043375641,-0.049766721,-0.051216049,-0.085488936,-0.028753861,-0.079102752,-3.26795064516129,-2.924980666666667,-1.5403896451612906,-0.5593272413793104,-0.005140002258064518
1980-09-01,-0.001189193,-0.068279894,-0.000609603,-0.002470941,-0.016561608,0.018105239,-0.028448772,0.012006818,-0.003341391,-0.052759205,0.2670038019354839,-1.113539935483871,-2.2205496666666673,-3.26795064516129,-2.924980666666667
1980-12-01,0.018477486,0.089112955,0.023425675,0.023503895,0.03775887,0.038154985,0.046064816,0.036968727,0.027632271,0.078062307,1.2815993999999997,1.6910164516129034,1.2360356,0.2670038019354839,-1.113539935483871
1981-03-01,0.019404882,0.08852083,0.02101456,0.024334474,0.002380767,0.001737916,0.002344565,0.009080319,0.002238616,0.000576977,-0.489689892857143,-0.2420160948387097,0.5011241258064517,1.2815993999999997,1.6910164516129034
1981-06-01,-0.007438376,-0.042328376,-0.012221878,-0.010272448,0.003065999,-0.013363771,-0.002425439,0.007835085,0.009894723,0.008135319,-0.482503870967742,-0.7149975333333333,-0.3120848387096774,-0.489689892857143,-0.2420160948387097
1981-09-01,0.011904108,0.054831545,0.008792389,0.013867025,0.009571752,-0.00680478,0.014385449,0.000409171,0.005291725,-0.006216846,-0.39866150645161286,0.21697088354838706,-0.05473043066666664,-0.482503870967742,-0.7149975333333333
1981-12-01,-0.010955252,-0.035849591,-0.014921058,-0.016021534,-0.022090977,-0.029112514,-0.035260707,-0.003109216,-0.003189994,-0.056562273,-1.9768320000000004,-1.6137096774193551,-1.0728732666666665,-0.39866150645161286,0.21697088354838706
1982-03-01,-0.015657344,-0.099368207,-0.021856653,-0.02148946,-0.020762988,-0.005733082,-0.026505841,-0.027929987,-0.014945197,-0.051054738,-0.13486389749999994,-2.098906129032258,-2.164292903225806,-1.9768320000000004,-1.6137096774193551
1982-06-01,0.004551591,-0.000759997,0.004819667,0.00452827,-0.012844039,0.005589931,-0.022295016,-0.031797208,-0.002700107,-0.019226027,-0.9452072258064518,-1.1766523333333332,-0.7911978709677417,-0.13486389749999994,-2.098906129032258
1982-09-01,-0.003830279,-0.009206063,-0.005400648,-0.006340079,-0.014400865,-0.017177765,-0.02187125,-0.024029679,-0.008781835,-0.032351504,-1.4960051612903227,-1.5003916129032258,-1.3155089999999998,-0.9452072258064518,-1.1766523333333332
1982-12-01,0.000399345,-0.080449828,-0.001030751,-0.000815071,-0.019014377,-0.011240834,-0.024249161,0.0005448,-0.015577758,-0.053825462,-0.9873692666666666,-1.449986129032258,-1.3117616666666667,-1.4960051612903227,-1.5003916129032258
1983-03-01,0.013092462,0.034059803,0.018989819,0.014752033,0.011529754,0.020728799,0.015917367,0.022187959,0.00363316,0.047735678,-0.0861196339285714,0.7290599999999999,-0.4413602032258066,-0.9873692666666666,-1.449986129032258
1983-06-01,0.022500997,0.08485651,0.03302247,0.027682633,0.021983113,0.028442128,0.024152657,0.036925714,0.017330724,0.052076782,1.0842625806451613,0.9533696666666668,0.5381780483870968,-0.0861196339285714,0.7290599999999999
1983-09-01,0.019793498,0.060725599,0.024401131,0.024258406,0.033719378,0.025373418,0.037190727,0.054515895,0.029280493,0.052398304,0.5196704193548386,1.137852419354839,1.4021250000000003,1.0842625806451613,0.9533696666666668
1983-12-01,0.020647558,0.092837516,0.023963388,0.024980645,0.026025813,0.033448329,0.031787829,0.054234023,0.019389118,0.050623701,0.9911134666666666,1.2793473870967746,2.073982333333333,0.5196704193548386,1.137852419354839
1984-03-01,0.019359094,0.092254927,0.022748138,0.024629393,0.028888872,0.021935989,0.029876727,0.030895059,0.029242348,0.050188911,0.9625195862068961,1.585782580645161,1.229913870967742,0.9911134666666666,1.2793473870967746
1984-06-01,0.017130343,0.032002568,0.018852315,0.021313384,0.01527645,0.01413683,0.017053459,0.038313892,0.012413546,0.02249553,0.7034917419354837,0.6596733666666666,0.4894168387096774,0.9625195862068961,1.585782580645161
1984-09-01,0.009594467,0.021409873,0.008726099,0.00985342,0.007074767,0.002569946,0.004886594,0.019654805,0.008805606,0.011891009,-0.021654514064516128,0.2092118193548387,0.6747442,0.7034917419354837,0.6596733666666666
1984-12-01,0.008175121,-0.013055977,0.00761287,0.007822431,0.00048841,0.00958121,-0.011207514,0.017744548,0.014159552,0.001731258,0.34565730000000006,-0.04071159451612903,-0.08465290666666671,-0.021654514064516128,0.2092118193548387
1985-03-01,0.009644213,-0.027801265,0.01093226,0.011775904,0.003278998,0.006416594,0.003280355,0.009001182,0.003701874,-0.002654493,0.011213146071428573,-0.16304987096774196,0.022559444838709676,0.34565730000000006,-0.04071159451612903
1985-06-01,0.008766019,0.016888983,0.009863897,0.009634946,0.000669422,0.008048609,-0.001339663,0.012818445,-0.000291317,-0.005300157,0.06357651548387094,-0.07427047366666667,0.2548615290322581,0.011213146071428573,-0.16304987096774196
1985-09-01,0.015155812,-0.006841009,0.015443306,0.017307368,-0.001367732,0.007556635,-0.004787438,-0.004064118,0.002466023,-0.003741312,0.3268421903225806,-0.38242507741935466,-0.41456393333333325,0.06357651548387094,-0.07427047366666667
1985-12-01,0.007405432,0.036195306,0.009014732,0.007274486,0.005837979,0.001565446,0.003686372,0.018824175,0.008900426,0.004252229,0.04674952833333334,-0.2839528709677419,0.33369218,0.3268421903225806,-0.38242507741935466
1986-03-01,0.009291737,-0.000293548,0.010365678,0.009802321,0.005997336,0.01029848,0.005009057,0.002856553,0.005450159,0.013608088,-0.4448554999999999,0.27031118709677426,0.36243264516129026,0.04674952833333334,-0.2839528709677419
1986-06-01,0.004493728,-0.017613069,0.005153443,0.003889939,-0.006149322,0.014396489,-0.012306657,0.000226315,-0.004435034,-0.00925087,-0.23369198483870962,0.09838812200000001,-0.4928402258064516,-0.4448554999999999,0.27031118709677426
1986-09-01,0.009524818,-0.027267142,0.009323436,0.01057273,0.003914217,0.015761801,0.001628983,-0.004428667,0.004904785,0.004953706,0.046860642580645165,0.21036495677419353,-0.45364256666666664,-0.23369198483870962,0.09838812200000001
1986-12-01,0.005356386,0.002988768,0.005414494,0.004900123,0.01140791,0.006717493,0.012402152,0.007688253,0.010180289,0.013166234,-0.02514943666666667,-0.003901177096774201,0.4975659333333332,0.046860642580645165,0.21036495677419353
1987-03-01,0.007424088,0.026628827,0.007776462,0.007761575,0.013143079,0.004755178,0.013603447,-0.017435518,0.012054536,0.019889223,0.7340181428571428,-0.40294315483870957,0.4444167677419355,-0.02514943666666667,-0.003901177096774201
1987-06-01,0.010731193,0.000520902,0.012383548,0.012011971,0.017315919,0.009981549,0.019920075,0.015183675,0.012408986,0.022259145,0.25449574193548385,0.30011180000000004,0.5546411290322583,0.7340181428571428,-0.40294315483870957
1987-09-01,0.008638699,0.000145079,0.007072079,0.007488226,0.01851722,0.012112766,0.01948572,0.017140401,0.017972439,0.020827796,0.3571326774193548,0.5731668064516129,0.3459777666666667,0.25449574193548385,0.30011180000000004
1987-12-01,0.017024778,0.065916905,0.020062977,0.018967648,0.024079044,0.005639569,0.026417112,-0.000447006,0.024771371,0.043448592,0.4884374666666668,0.9633489032258064,0.49527616666666663,0.3571326774193548,0.5731668064516129
1988-03-01,0.005152964,-0.04919591,0.004461714,0.003722916,0.009029152,0.015260234,0.007582867,0.000581077,0.011757499,0.008954704,0.5113428965517243,-0.0798771122580645,0.44853761290322597,0.4884374666666668,0.9633489032258064
1988-06-01,0.013053109,0.023546928,0.016556343,0.015028683,0.008489003,0.01425716,0.011126894,0.019357063,0.008834001,0.017878106,0.043618707419354835,0.26506732000000005,0.49834035483870975,0.5113428965517243,-0.0798771122580645
1988-09-01,0.005842189,0.00554008,0.005263991,0.005135075,0.003597643,0.005173511,0.005962995,0.004666082,0.00121882,0.00530283,-0.030465622580645158,-0.037307732258064524,0.32005469999999997,0.043618707419354835,0.26506732000000005
1988-12-01,0.013236962,0.015145051,0.013538906,0.013713285,0.007196007,0.017466927,0.004836284,0.011789086,0.0106377,0.016678561,0.4125652000000001,0.3514928387096774,0.05560952366666667,-0.030465622580645158,-0.037307732258064524
1989-03-01,0.010114698,0.033377987,0.010457711,0.011554861,0.004498946,0.001742205,0.00346969,0.008885786,0.004985711,0.001563923,-0.3964155,0.2703858758064517,0.5580940000000001,0.4125652000000001,0.3514928387096774
1989-06-01,0.00760371,-0.009719907,0.006942962,0.007453827,-0.003602878,-0.002592406,-0.005069656,0.001303296,-0.001810642,-0.015234587,-0.5877499032258064,-0.20719183333333333,-0.3030904193548386,-0.3964155,0.2703858758064517
1989-09-01,0.007381497,-0.009019166,0.007044862,0.007454804,-0.006156581,0.000561045,-0.004921269,0.017362781,-0.008731116,-0.009145325,0.2765369032258065,-0.7838050000000001,-0.6426682666666665,-0.5877499032258064,-0.20719183333333333
1989-12-01,0.001968529,-0.007445512,0.000149751,0.000579781,0.004284932,0.000960897,0.002855029,-0.013025511,0.005226106,-0.00505963,-0.014471551666666659,-0.5175943870967741,-0.11670171400000001,0.2765369032258065,-0.7838050000000001
1990-03-01,0.010868625,0.009881271,0.012240875,0.011673429,0.006605883,0.00911911,0.00449019,0.011798783,0.006391722,0.005231179,0.47147967857142853,-0.15971869677419354,-0.0045486177419354805,-0.014471551666666659,-0.5175943870967741
