date,GDP,GPDIC1,OUTNFB,OUTBS,INDPRO,CMRMTSPLx,IPMAT,FPIx,IPFINAL,IPDMAT
9/1/2008,-0.005428262,-0.020253375,-0.008530602,-0.008858866,-0.033497532,-0.033726602,-0.03640055,-0.025631178,-0.032413047,-0.032838594
12/1/2008,-0.021875649,-0.101146375,-0.031258485,-0.030009532,-0.043714974,-0.048669972,-0.045027845,-0.06842279,-0.034821623,-0.101096466
3/1/2009,-0.011290448,-0.122799233,-0.016701308,-0.015773692,-0.057787844,-0.03717434,-0.059465897,-0.083032324,-0.048380513,-0.129250109
6/1/2009,-0.001440935,-0.059387275,-0.002129275,-0.002200604,-0.028909646,-0.019932978,-0.027511819,-0.03704578,-0.031020733,-0.058406864
9/1/2009,0.003634498,-0.002285379,0.003589845,0.004352943,0.014913626,0.014528126,0.021065241,0.003644093,0.012532206,0.039936486
12/1/2009,0.010923957,0.088435228,0.014081541,0.013524942,0.015572945,0.012004761,0.022273837,0.005027566,0.010665582,0.039628194
3/1/2010,0.003840414,0.022499033,0.004682193,0.004030604,0.019471448,0.010475725,0.02998149,-0.000388426,0.010642845,0.049932315
6/1/2010,0.009178036,0.051149405,0.011171875,0.011510171,0.01944893,0.020580127,0.024390441,0.035791111,0.013052623,0.049300143
9/1/2010,0.007345072,0.043630948,0.010975258,0.010878509,0.01297693,0.014064542,0.018364169,0.005394223,0.010309241,0.023404102
12/1/2010,0.005006472,-0.003190725,0.007644835,0.007017937,0.003313446,0.007709178,0.008090102,0.018739179,-0.002313848,0.018296152
3/1/2011,-0.002407308,-0.019031809,-0.005389054,-0.005256227,0.005596425,0.008513505,0.006339785,-0.001788147,0.006851563,0.025544638
6/1/2011,0.007124295,0.040097086,0.010274383,0.009247422,0.004006675,-0.002781985,0.007063001,0.023062833,0.000558837,0.010566107
9/1/2011,-0.000277825,0.003303105,-2.07E-05,0.000175412,0.011624079,0.011355483,0.010480002,0.041136891,0.014422231,0.01405751
12/1/2011,0.011526168,0.074247328,0.014117737,0.014859693,0.009871726,0.011157878,0.016301861,0.025284167,0.005778586,0.017079318
3/1/2012,0.007799433,0.020671955,0.011730132,0.011039336,0.0094855,0.012587353,0.014164074,0.030785598,0.00303587,0.021911697
6/1/2012,0.004292788,0.02276353,0.006078924,0.005604278,0.0063447,0.004924475,0.006387338,0.020003577,0.005305918,0.005414444
9/1/2012,0.001348572,0.004527578,0.002337453,0.001578359,0.000101972,0.000957747,0.002231414,0.001477112,-0.000864719,-0.005600047
12/1/2012,0.001138085,-0.008933257,0.00169473,0.00142637,0.005230613,0.010287286,0.010621044,0.017775699,-0.00062554,0.007574635
3/1/2013,0.00881776,0.036607978,0.010088783,0.011958985,0.007796949,0.012490628,0.009803271,0.016974239,0.004078941,0.011027973
6/1/2013,0.001233204,0.011124628,6.90E-05,0.001564768,0.004290994,0.002847218,0.007293057,0.008034614,6.97E-06,0.000528729
9/1/2013,0.007803624,0.037957248,0.009948281,0.010175018,0.003561164,0.00562677,0.009788158,0.017095505,-0.005482294,0.008258851
12/1/2013,0.007950798,0.003621722,0.011212349,0.010496446,0.00682103,0.015996775,0.007909866,0.013433129,0.005518131,0.016331217
3/1/2014,-0.002831056,-0.011155578,-0.004780207,-0.004953684,0.007674541,-0.000591507,0.014732833,0.009968736,0.000581183,0.005988552
6/1/2014,0.013446009,0.041335651,0.016994143,0.017017481,0.013285334,0.01131211,0.020409328,0.027438593,0.006353025,0.018627176
9/1/2014,0.01213539,0.020250832,0.015771899,0.015571535,0.005910885,0.008204363,0.009633985,0.018957461,0.001450193,0.010168803
12/1/2014,0.00561216,0.001084358,0.006763894,0.006863253,0.006540306,0.005530456,0.005473744,0.011603344,0.01036355,-0.00482491
3/1/2015,0.009446788,0.034290155,0.011144811,0.011730665,-0.007672118,0.005589327,-0.010156572,0.002858399,-0.00426381,-0.013830347
6/1/2015,0.006743344,0.003005768,0.008364715,0.00810663,-0.013518341,0.003834025,-0.016760332,0.008608489,-0.013213739,-0.011906555
9/1/2015,0.003619486,-0.002021369,0.003541442,0.00359711,-0.00017868,0.004473395,-0.004241611,0.008342255,0.005068499,-0.002679542
12/1/2015,0.001602339,-0.012099338,0.000901611,0.000990346,-0.013144227,0.003118391,-0.015896284,-0.002675343,-0.016578745,-0.011966093
3/1/2016,0.005648153,-0.006112658,0.006225291,0.006354803,-0.00518922,0.00442515,-0.008166832,0.004985019,-0.004349088,-0.006822482
6/1/2016,0.003114329,-0.00876774,0.002746386,0.003090357,-0.005786952,0.000179781,-0.008876249,0.003723965,-0.003443274,-0.006610624
9/1/2016,0.005429196,0.000348148,0.006035358,0.006250553,0.004580707,0.006886392,0.003685653,0.007838307,0.004412495,0.003707253
12/1/2016,0.006273265,0.026552361,0.008474135,0.007969305,0.003281454,0.009600604,0.003014038,0.006681283,0.002540752,0.003141763
3/1/2017,0.005640751,-0.003114324,0.005931,0.006136128,0.005842729,0.003138457,0.009884169,0.017251722,-1.01E-05,0.011234529
6/1/2017,0.004260352,0.009168915,0.005113658,0.004783688,0.013634526,0.000296148,0.01279982,0.003916963,0.0165145,0.002043874
9/1/2017,0.007261905,0.018367862,0.009426724,0.008916895,-0.002011151,0.011826124,-0.002630276,0.003003972,-0.001873003,-0.002694195
12/1/2017,0.009511396,0.015228774,0.011399294,0.011274057,0.018121311,0.017666599,0.026363187,0.022722157,0.011291687,0.016330318
3/1/2018,0.009273658,0.025991658,0.010504046,0.010969813,0.005643717,-0.002756737,0.007377108,0.020337065,0.005338918,0.009449596
6/1/2018,0.006664026,-0.002758951,0.007286038,0.007463575,0.011174238,0.003153551,0.019580535,0.010747777,0.003459254,0.007917307
9/1/2018,0.005238213,0.024346155,0.005745421,0.005622201,0.012567223,0.006483062,0.021237812,0.001961467,0.007386698,0.009377468
12/1/2018,0.003277836,0.009583527,0.003535427,0.00360243,0.00948148,0.004721374,0.011213867,0.006513761,0.008777115,0.011196519
3/1/2019,0.007225062,0.009528461,0.009378224,0.008866819,-0.004882059,0.012205407,-0.004693125,0.007038241,-0.006326958,-0.007796053
6/1/2019,0.003700307,-0.014863555,0.003026599,0.003219175,-0.005694419,-0.003197149,-0.002725475,-0.001081573,-0.008709731,-0.009585812
9/1/2019,0.00634895,0.004582555,0.007103375,0.007129597,0.002803763,0.010406442,0.004040694,0.006045111,0.001330508,-0.000433292
12/1/2019,0.005845202,-0.009444574,0.006947146,0.006908053,0.000932235,0.000870837,0.000363054,0.002432838,0.001512745,-0.005828985
3/1/2020,-0.012706938,-0.023521687,-0.016446169,-0.015600428,-0.017539536,-0.004742701,-0.01265317,-0.003480137,-0.027845674,-0.01456876
6/1/2020,-0.094158128,-0.156915677,-0.114856605,-0.11477954,-0.138847926,-0.068870953,-0.137818971,-0.086293768,-0.140452199,-0.194339073
9/1/2020,0.072122885,0.155613676,0.091335593,0.091539812,0.089985918,0.095512306,0.067307833,0.0681536,0.12456072,0.131456267
12/1/2020,0.010585816,0.061228341,0.01327709,0.013268295,0.022589169,0.008448753,0.024060387,0.042567452,0.015336722,0.031544061
